,Geo_FIPS,YearOfContactDate,TotalPopEst2015_19ACS_x,Age0to17PopEst2015_19ACS_x,AllPrimaryCarePatientsAge0to17,WellChildVisitsInPastYearAge0to17,AsthmaDiagnosisAge0to17,UnderAge1PopEst2015_19ACS,Unique0to17WithED_Visit,NumberED_VisitsAge0to17,NumberLowAcuityED_VisitsAge0to17,NumberAsthmaRelatedED_Visits,NumberED_VisitsByChildrenUnder1YearOld,NumberOfInjuryRelatedVisits,NumberAcuteRespiratoryTractInfectionRelatedED_VisitsAge0to17,Median Age,Total Population,White Population,Black or African American Population,Asian Population,American Indian and Alaska Native Population,Native Hawaiian and Other Pacific Islander Population,Hispanic or Latino Population,Some Other Race Population,Two or More Races Population,Households,Median Income,ACCESS2_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev,"1,1,2-Trichloroethane","1,1,2,2-Tetrachloroethane","1,2-Ethanediol (Ethylene Glycol)","1,3-Butadiene","1,4-Dichlorobenzene","1,4-Dioxane (1,4-Diethyleneoxide)","2,2,4-Trimethylpentane",Acetaldehyde,Acrolein,Acrylic Acid,Acrylonitrile,Ammonia,Antimony,Arsenic,Benzene,Cadmium,Carbon Dioxide,Carbon Disulfide,Carbon Monoxide,Carbon Tetrachloride,Chlorine,Chlorobenzene,Chloroethene (vinyl chloride),Chloroform,Chromium,Cobalt,Cresols/Cresylic Acid (Isomers And Mixture),Cyanides,Dibutylphthalate,Ethyl Chloride (Chloroethane),Ethylbenzene,"Ethylene Dichloride (1,2-Dichloroethane)",Ethylene Oxide,"Ethylidene Dichloride (1,1-Dichloroethane)",Formaldehyde,Glycol Ethers,Hexane,Hexavalent Chromium,Hydrochloric Acid,Hydrogen Fluoride (Hydrofluoric Acid),Hydrogen Sulfide,Isophorone,Lead,m-Xylene,Maleic Anhydride,Manganese,Mercury,Methane,Methanol,Methyl Chloride (Chloromethane),"Methyl Chloroform (1,1,1-Trichloroethane)",Methyl Isobutyl Ketone (4-Methyl-2-Pentanone),Methyl Methacrylate,Methylene Chloride (Dichloromethane),Naphthalene,Nickel,Nitrogen Oxides,Nitrous Oxide (N2O),o-Xylene,"Particulate Matter < 10 Microns, Filterable","Particulate Matter < 2.5 Microns, Filterable","Particulate Matter, Condensable",Phenol,Phosphorus,Phthalic Anhydride,Polycyclic Organic Matter,Propionaldehyde,Propylene Oxide,Selenium,Styrene,Sulfur Oxides,Sulfuric Acid,Tetrachloroethylene (Perchloroethylene),Toluene,Trichloroethylene,"Vinylidene Chloride (1,1-Dichloroethylene)",Volatile Organic Compounds,Xylenes (Isomers And Mixture),Grand Total,TRACT,Pre1950,Year
495,140400,2017.0,2319.0,494.0,369.0,355.0,47.0,30.6,74.0,93.0,35.0,9.0,10.0,2.0,7.0,42.5,2347.0,1980.0,44.0,214.0,5.0,0.0,99.0,10.0,94.0,979.0,136250.0,4.3,27.7,80.0,7.8,4.8,76.1,85.8,3.7,40.6,9.2,7.1,35.4,25.1,0.0,0.0,0.1478850479425693,0.0,0.0,0.0,0.011884123391636,0.0,0.0,0.0,0.0,0.3481977640999542,0.0,0.0,0.0512986662312802,0.0,18699.74898454789,0.0,10.936545050817246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312487835076972,0.0,0.0,0.0,0.0023616724202483,0.0,0.0024748105871166,0.0,0.0957257576156601,0.0169011483362936,0.3887118768707556,0.0,0.0327397849336832,0.0,0.0,0.0,0.000189610870271,0.0,0.0,0.0,0.0001213325322527,0.6849133737176125,0.00074408602122,0.0,0.0,0.0,0.0,0.0,0.0270309319294803,0.0,14.070276010890858,0.1155090365547947,0.0,1.0184705610252358,0.4858747711037255,0.6791736902462161,0.0346270303733942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4005949320500065,0.0,0.0,0.0322300175370217,0.7144398614974802,0.0,8.043527851999839,0.5065898553107555,18738.629271988302,140400.0,0.671301,2017.0
496,140500,2017.0,1915.0,245.0,136.0,105.0,22.0,7.0,76.0,103.0,31.0,21.0,13.0,1.0,18.0,36.8,1912.0,1054.0,721.0,58.0,27.0,0.0,68.0,0.0,52.0,1044.0,60472.0,7.8,33.9,81.1,9.7,4.8,77.8,79.7,4.3,31.3,13.6,11.0,33.3,33.6,0.0,0.0,0.07,0.0,0.0,0.0,0.01905725869841,0.0,0.0,0.0,0.0,0.2407965142414963,0.0,0.0,0.0036299540377923,0.0,11846.375596084012,0.0,3.288808072310625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0312562683160061,0.0,0.0058317627413468,0.07,0.2174367472177413,0.0,0.0236592897654689,0.0,0.0,0.0,8.900827430529537e-05,0.0,0.0,0.0,8.155383214884625e-05,0.2411869073323943,0.491236151604064,0.0,0.0,0.0,0.0,0.1409562937310358,0.07,0.0,7.344905894462178,0.0699367355768561,0.0,0.1068020544689807,0.0973451404609966,0.2410178361455748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0758650310238962,0.0,0.0,0.0893672770514243,0.7530961236546613,0.0,11.99368069568306,1.128761667065667,11873.190400321711,140500.0,0.585366,2017.0
497,140500,2017.0,1915.0,245.0,136.0,105.0,22.0,7.0,76.0,103.0,31.0,21.0,13.0,1.0,18.0,36.8,1912.0,1054.0,721.0,58.0,27.0,0.0,68.0,0.0,52.0,1044.0,60472.0,7.8,33.9,81.1,9.7,4.8,77.8,79.7,4.3,31.3,13.6,11.0,33.3,33.6,0.0,0.0,0.7,0.0,0.0,0.0,0.0108898621133771,0.0,0.0,0.0,0.0,0.2505697595730907,0.0,0.0,0.0036299540377923,0.0,12489.35108104952,0.0,3.656326781091757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002131109203364,0.0,0.0055911944312546,0.08,0.2311387564332006,0.0,0.0273949670968588,0.0,0.0,0.0,8.278214541964564e-05,0.0,0.0,0.0,0.0001008463754411,0.2521964024808835,0.0006226128885649,0.0,0.0,0.0,0.0,0.0,0.04,0.0,8.757520424911236,0.0909707638141999,0.0,0.1174598753825834,0.1094798301893694,0.2743063096415955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0828732334013093,0.0,0.0,0.0133274520208383,0.6732222923579547,0.0,12.476604949073458,0.8529332545942587,12518.060454462777,140500.0,0.585366,2017.0
498,140600,2017.0,3152.0,642.0,410.0,363.0,50.0,49.6,109.0,140.0,53.0,19.0,11.0,2.0,14.0,37.2,3308.0,2863.0,298.0,57.0,0.0,0.0,35.0,0.0,90.0,1466.0,83594.0,5.9,27.3,78.1,8.5,4.7,74.5,82.5,4.3,38.7,12.3,7.3,34.2,27.6,0.0,0.0,0.0234355867220235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2401848156869839,0.0,0.0,0.0,0.0,11775.81158440435,0.0,2.999082342388801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029824024358284,0.0,0.0058433144219251,0.0234355867220235,0.1852093548103485,0.0,0.0238296016844821,0.0,0.0,0.0,8.9537061363857e-05,0.0,0.0,0.0,8.21035855521676e-05,0.2339235084744682,0.0012541895623411,0.0,0.0,0.0,0.0,0.0,0.0234355867220235,0.0,7.010612673900438,0.0697341024794817,0.0,0.0998154944742553,0.0904465210808067,0.2280233583081383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0753827873771365,0.0,0.0,0.0037625686870234,0.5846655700862053,0.0,4.416256608235027,0.5528101111141233,11792.732723752297,140600.0,0.770514,2017.0
499,140600,2017.0,3152.0,642.0,410.0,363.0,50.0,49.6,109.0,140.0,53.0,19.0,11.0,2.0,14.0,37.2,3308.0,2863.0,298.0,57.0,0.0,0.0,35.0,0.0,90.0,1466.0,83594.0,5.9,27.3,78.1,8.5,4.7,74.5,82.5,4.3,38.7,12.3,7.3,34.2,27.6,0.0,0.0,0.234355867220235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2499438933108047,0.0,0.0,0.0,0.0,12400.288541379392,0.0,3.3383947694467886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020334562062466,0.0,0.0056793516534175,0.0267835276823125,0.1897334555372268,0.0,0.0275921703715056,0.0,0.0,0.0,8.326611355215119e-05,0.0,0.0,0.0,0.0001014976929872,0.2448644039405827,0.0006270947811705,0.0,0.0,0.0,0.0,0.0,0.0133917638411562,0.0,8.389900651072226,0.0898026786380055,0.0,0.1096486588776578,0.101738284469419,0.2604331632459858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0814405122477501,0.0,0.0,0.0006270947811705,0.5226555853800927,0.0,4.551044884977685,0.4433260484671298,12419.172743459349,140600.0,0.770514,2017.0
500,140800,2017.0,4487.0,893.0,759.0,631.0,90.0,45.800000000000004,152.0,187.0,72.0,17.0,10.0,1.0,11.0,34.8,4526.0,3743.0,26.0,632.0,0.0,0.0,149.0,63.0,62.0,1954.0,77167.0,6.4,24.1,76.1,8.0,4.3,72.5,77.7,3.7,39.1,11.2,6.4,32.0,24.5,0.0,0.0,0.0087418109168207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4246644326414789,0.0,0.0,0.0119417148478847,0.0,20108.84736858585,0.0,8.255938002832465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025589388959752,0.0,0.0303678498645445,0.0,0.1049275033154517,0.0087418109168207,0.3165203658214461,0.0,0.0289022012836201,0.0,0.0,0.0,0.0001748280893088,0.0,0.0,0.0,9.964327793484836e-05,0.7451158144747909,0.4994566139646043,0.0,0.0,0.0,0.0,0.1432417034930938,0.0138596887087713,0.0,14.33487135286857,0.0919625917545285,0.0,0.8777194090308043,0.6429336254569192,0.3983059775669432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220836547730582,0.0,0.0,0.0813008332262007,0.4108526892475748,0.0,4.704361370423508,0.3206494220603518,20141.526415328564,140800.0,0.670526,2017.0
501,140800,2017.0,4487.0,893.0,759.0,631.0,90.0,45.800000000000004,152.0,187.0,72.0,17.0,10.0,1.0,11.0,34.8,4526.0,3743.0,26.0,632.0,0.0,0.0,149.0,63.0,62.0,1954.0,77167.0,6.4,24.1,76.1,8.0,4.3,72.5,77.7,3.7,39.1,11.2,6.4,32.0,24.5,0.0,0.0,0.0874181091682075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4479746603729407,0.0,0.0,0.0119417148478847,0.0,21236.001726256694,0.0,8.754366703320189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025589388959752,0.0,0.0020705352180371,0.0,0.1049975248212322,0.0099906410477951,0.3351754825875625,0.0,0.0334657067494548,0.0,0.0,0.0,0.0001672222468658,0.0,0.0,0.0,0.0001232281314391,0.7665750976292522,0.0007605842443057,0.0,0.0,0.0,0.0,0.0,0.0049953205238975,0.0,16.430225664787912,0.1124809556005125,0.0,0.8985352227003959,0.6654456621996818,0.4416610120210729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227858358151513,0.0,0.0,0.0024665435082893,0.3672774040243471,0.0,4.202735967615551,0.2622801461456265,21270.175274663256,140800.0,0.670526,2017.0
502,141000,2017.0,953.0,215.0,113.0,108.0,11.0,12.8,30.0,39.0,21.0,5.0,6.0,3.0,3.0,42.2,1001.0,971.0,10.0,6.0,0.0,0.0,27.0,0.0,14.0,454.0,93500.0,4.6,25.9,78.2,7.9,4.3,74.7,84.1,3.6,40.1,9.9,6.6,33.8,25.4,0.0,0.0,0.0193447038062964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4112691478360744,0.0,0.0,0.0130685882952689,0.0,586061.6969316703,0.0147021618321776,217.88965901040697,0.0,0.0343050442750811,0.0,0.0,0.0,0.0032671470738172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037348086736952,0.0258789979539309,0.2720738547202267,0.0,2.2281943043433645,0.0,0.0,0.0,0.032768526111574,0.0,0.0,0.2090974127243039,3.901460794441328e-05,0.701394695397093,2.200423554215918,0.0,0.0,0.0,0.0,0.0,0.0095432625848447,0.0016335735369086,90.08276776629766,0.3420827920185706,0.0,21.9833257497914,10.582859518466885,12.951036992820448,0.2842417954221007,0.0865793974561571,0.0,0.0,0.0,0.0,0.0,0.0,205.94393420767616,0.0,0.0,0.0032671470738172,0.3824291527265863,0.0,7.654264165658768,0.3057636252667591,586639.3699471322,141000.0,0.915811,2017.0
503,141000,2017.0,953.0,215.0,113.0,108.0,11.0,12.8,30.0,39.0,21.0,5.0,6.0,3.0,3.0,42.2,1001.0,971.0,10.0,6.0,0.0,0.0,27.0,0.0,14.0,454.0,93500.0,4.6,25.9,78.2,7.9,4.3,74.7,84.1,3.6,40.1,9.9,6.6,33.8,25.4,0.0,0.0,0.1036004935329904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.580470086182665,0.0,0.0,0.0130685882952689,0.0,549306.5035412025,0.0179693089059948,189.74041835137064,0.0,0.0294043236643552,0.0,0.0,0.0,0.0049007206107258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037293607652458,0.0256087476434287,0.3715310710129155,0.0,2.1448820539610245,0.0,0.0,0.0,0.035806972890224,0.0,0.0,0.2613717659053799,4.535774515065406e-05,0.7653809718067394,3.806226340997096,0.0,0.0,0.0,0.0,0.0,0.0054532929056255,0.0016335735369086,80.61942314646453,0.3316984029931382,0.0,23.87367023336075,12.82676639587702,13.05434051370666,0.2368681628517506,0.0996479857514261,0.0,0.0,0.0,0.0,0.0,0.0,232.28748861058665,0.0,0.0,0.0032671470738172,0.3418684850131605,0.0,9.49666866412814,0.2515275534821375,549880.8382452143,141000.0,0.915811,2017.0
504,141100,2017.0,1300.0,248.0,151.0,134.0,20.0,8.2,44.0,56.0,24.0,1.0,6.0,1.0,5.0,45.0,1309.0,1184.0,61.0,27.0,0.0,0.0,24.0,0.0,37.0,602.0,65795.0,7.4,31.6,80.3,8.7,6.1,75.5,82.7,5.8,37.7,15.4,8.8,37.7,28.6,0.0,0.0,0.0169473903185577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.636059702201092,0.0,0.0,0.0237046437182154,0.0,620113.4320241056,0.0154995355666427,232.9725796040344,0.0,0.0361655829888331,0.0,0.0,0.0,0.0034443412370317,0.0,0.0,0.0,0.0,0.0,0.0021272740221618,0.0,0.0,0.0,0.0841125939935456,0.0238360727926212,0.3267219837804379,0.0,2.3490407236556416,0.0,0.0,0.0,0.034589461945537,0.0,0.0,0.2204378391700309,4.080945799073736e-05,1.076521279294793,2.319763823140872,0.0,0.0,0.0,0.0,0.0,0.0108689146517862,0.0017221706185158,97.03063905547688,0.3613137717309199,0.0,23.58172659689172,11.378939014129726,13.742410379012934,0.2996576876217607,0.0912750427813409,0.0,0.0,0.0,0.0,0.0,0.0,217.20835810078228,0.0,0.0,0.0048625239184729,0.3063215777883179,0.0,8.392964164700249,0.23813316115179,620729.222877815,141100.0,0.576138,2017.0
505,141100,2017.0,1300.0,248.0,151.0,134.0,20.0,8.2,44.0,56.0,24.0,1.0,6.0,1.0,5.0,45.0,1309.0,1184.0,61.0,27.0,0.0,0.0,24.0,0.0,37.0,602.0,65795.0,7.4,31.6,80.3,8.7,6.1,75.5,82.7,5.8,37.7,15.4,8.8,37.7,28.6,0.0,0.0,0.0747545191672052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.815765852087132,0.0,0.0,0.0237046437182154,0.0,581405.6261157168,0.0189438768036745,203.31309951041877,0.0,0.0309990711332855,0.0,0.0,0.0,0.0051665118555475,0.0,0.0,0.0,0.0,0.0,0.0021272740221618,0.0,0.0,0.0,0.0841947207864595,0.0230588116894571,0.4372429889415636,0.0,2.2612100221113325,0.0,0.0,0.0,0.0377926992959765,0.0,0.0,0.2755472989625386,4.717550361115738e-05,1.1451142901532572,4.0126575411419685,0.0,0.0,0.0,0.0,0.0,0.0037796380614071,0.0017221706185158,87.08037341813844,0.3502268163850724,0.0,25.58224608059378,13.75211488827385,13.850864584843375,0.2497147396848006,0.1050524077294678,0.0,0.0,0.0,0.0,0.0,0.0,244.98014236414107,0.0,0.0,0.0048625239184729,0.2738329255986478,0.0,10.330125169111406,0.1976602062474985,582017.9502260145,141100.0,0.576138,2017.0
506,141300,2017.0,5126.0,706.0,464.0,386.0,60.0,60.400000000000006,95.0,118.0,51.0,12.0,21.0,5.0,14.0,32.3,5309.0,3447.0,138.0,1469.0,5.0,0.0,144.0,69.0,181.0,2508.0,45161.0,8.7,25.9,77.3,8.4,5.2,72.1,73.4,4.6,37.6,13.1,7.2,32.6,24.5,0.0,0.0,0.008149877507689,0.0,0.0,0.0,0.0,0.0007893464934274,0.0,0.0,0.0,0.5325259129546677,0.0,0.0,0.0479724011052441,0.0,25042.805714366863,0.0,12.95817271342334,0.0,0.0,0.0,0.0,0.0576222940202039,0.0,0.0,0.0286931425956601,0.0,0.0,0.0,0.0031342106715095,0.0,0.0332854603681569,0.0,0.1409701243631084,0.0073605310142616,0.4616687682396815,0.0,0.0381972501768059,0.0,0.0,0.0,0.0002894843801921,0.0,0.0,0.0,0.0001211646449382,0.9243999999848194,0.5729041998936681,0.0,0.0,0.0,0.0,0.2034853467393651,0.0306897398465921,0.0,19.698247307127797,0.1130776474771382,0.0,1.461298738757663,0.8882978560008505,0.7266162099251128,0.0317951039573531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5119343701240009,0.0,0.0,0.1089471851306462,0.3892458717403981,0.0,5.772941928680176,0.3029275948134177,25088.86147614902,141300.0,0.678835,2017.0
507,141300,2017.0,5126.0,706.0,464.0,386.0,60.0,60.400000000000006,95.0,118.0,51.0,12.0,21.0,5.0,14.0,32.3,5309.0,3447.0,138.0,1469.0,5.0,0.0,144.0,69.0,181.0,2508.0,45161.0,8.7,25.9,77.3,8.4,5.2,72.1,73.4,4.6,37.6,13.1,7.2,32.6,24.5,0.0,0.0,0.0736053101426163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.588862764573884,0.0,0.0,0.0479724011052441,0.0,26968.38800458464,0.0,13.728566415216736,0.0,0.0,0.0,0.0,0.0015786929868549,0.0,0.0,0.0286931425956601,0.0,0.0,0.0,0.0031342106715095,0.0,0.0022694632069197,0.0,0.1420055060269474,0.0084120354448704,0.5255397830242773,0.0,0.0413618208338545,0.0,0.0,0.0,0.0002413502847453,0.0,0.0,0.0,0.0001501191209209,0.942202764894729,0.0135516455843943,0.0,0.0,0.0,0.0,0.0110508509079843,0.0212668052117466,0.0,22.383387324959703,0.1460164599989306,0.0,1.5117022829699645,0.9314330201796674,0.8088941551517304,0.0317951039573531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5267872625472202,0.0,0.0,0.0201139314188855,0.3479622186770226,0.0,5.134393239979465,0.2503227143169113,27016.661277380623,141300.0,0.678835,2017.0
508,141400,2017.0,5143.0,740.0,594.0,538.0,87.0,59.0,138.0,198.0,86.0,23.0,20.0,3.0,18.0,38.9,5482.0,4438.0,438.0,506.0,27.0,0.0,194.0,14.0,59.0,2517.0,70327.0,6.8,29.0,80.2,8.1,5.8,74.9,80.6,4.6,38.7,11.6,7.8,35.1,25.0,0.0,0.0,0.00633405614148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4194907177940443,0.0,0.0,0.011918384820156,0.0,18744.914223031887,0.0,7.377356966750407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025539396043191,0.0,0.0,0.0,0.1045235507483473,0.00633405614148,0.2956095849866684,0.0,0.0276309345479985,0.0,0.0,0.0,0.0001721207066515,0.0,0.0,0.0,9.477456207033943e-05,0.7179278908747971,0.0014542597130525,0.0,0.0,0.0,0.0,0.0,0.0114419353501183,0.0,13.614990697937197,0.0836385484658768,0.0,0.9421523192495848,0.7102714351233222,0.3700760195479806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2131068355720239,0.0,0.0,0.006065405542037,0.3115145358961049,0.0,3.513657052527391,0.2359348702145744,18773.898473924703,141400.0,0.424324,2017.0
509,141400,2017.0,5143.0,740.0,594.0,538.0,87.0,59.0,138.0,198.0,86.0,23.0,20.0,3.0,18.0,38.9,5482.0,4438.0,438.0,506.0,27.0,0.0,194.0,14.0,59.0,2517.0,70327.0,6.8,29.0,80.2,8.1,5.8,74.9,80.6,4.6,38.7,11.6,7.8,35.1,25.0,0.0,0.0,0.0633405614148005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4441250247573979,0.0,0.0,0.011918384820156,0.0,19785.802611093124,0.0,7.800111540665784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0025539396043191,0.0,0.0,0.0,0.1054101107117187,0.0072389213045486,0.3133137769940955,0.0,0.0319937136871561,0.0,0.0,0.0,0.0001648494080862,0.0,0.0,0.0,0.000116836138488,0.7383473916443567,0.0007271298565262,0.0,0.0,0.0,0.0,0.0,0.0036194606522743,0.0,15.558720309422169,0.0839144931686308,0.0,0.961525945753904,0.7311328105664562,0.4100001631220936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2181417998572173,0.0,0.0,0.0024297562594057,0.2784751154222756,0.0,3.569299944789787,0.1978166083586579,19817.337049681504,141400.0,0.424324,2017.0
510,151600,2017.0,2576.0,435.0,123.0,90.0,23.0,27.200000000000003,75.0,103.0,42.0,9.0,13.0,0.0,6.0,36.3,2690.0,2457.0,72.0,71.0,0.0,0.0,133.0,0.0,90.0,1141.0,67188.0,8.6,28.3,77.6,9.0,5.5,73.0,77.7,5.6,37.8,17.1,7.8,35.0,28.4,0.0,0.0,0.0062642349728526,0.0,0.0,0.0,0.0,0.0009736514980848,0.0,0.0,0.0,0.7674267655148233,0.0,0.0,0.0208419047337336,0.0,36206.541817078614,0.0,15.133230924375436,0.0,0.0,0.0,0.0,0.0710765593601958,0.0,0.0,0.0,0.0,0.0,0.0,0.0044661224429429,0.0,0.0314835756055079,0.0,0.1984554313582381,0.0052905834747677,0.5872544786431141,0.0,0.047133924295971,0.0,0.0,0.0,0.0003026064433366,0.0,0.0,0.0,0.0001478052967258,1.3289871094026078,0.5699802288434606,0.0,0.0,0.0,0.0,0.211674716606506,0.0142228283606536,0.0,29.8020478951741,0.21581987624646,0.0,1.413377531141114,0.9998828671363824,0.6132472291428045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4678616192125671,0.0,0.0,0.0960160703034322,0.2931356759377636,0.0,6.241114740156135,0.2268827970787772,36265.91041683137,151600.0,0.673998,2017.0
511,151600,2017.0,2576.0,435.0,123.0,90.0,23.0,27.200000000000003,75.0,103.0,42.0,9.0,13.0,0.0,6.0,36.3,2690.0,2457.0,72.0,71.0,0.0,0.0,133.0,0.0,90.0,1141.0,67188.0,8.6,28.3,77.6,9.0,5.5,73.0,77.7,5.6,37.8,17.1,7.8,35.0,28.4,0.0,0.0,0.0529058347476778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8211235411664466,0.0,0.0,0.0208419047337336,0.0,38391.43086090937,0.0,16.230614243710363,0.0,0.0,0.0,0.0,0.0019473029961697,0.0,0.0,0.0,0.0,0.0,0.0,0.0044661224429429,0.0,0.0021466074276482,0.0,0.2007070377467031,0.0060463811140203,0.6640340832957444,0.0,0.0510402305865003,0.0,0.0,0.0,0.0002748805622508,0.0,0.0,0.0,0.0001818229137053,1.3497917270803963,0.0167163007668219,0.0,0.0,0.0,0.0,0.0136311209731882,0.0030231905570101,0.0,33.31216033137233,0.2408644790826243,0.0,1.4601785392072413,1.0494977830883063,0.7068126528909567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4819929704964118,0.0,0.0,0.0070362462536805,0.262045528489819,0.0,5.568850282974644,0.1867044431292372,38454.14649649918,151600.0,0.673998,2017.0
512,151700,2017.0,5477.0,844.0,391.0,314.0,48.0,35.6,143.0,212.0,94.0,46.0,20.0,3.0,21.0,33.8,5392.0,4951.0,178.0,93.0,0.0,0.0,288.0,55.0,115.0,2442.0,65990.0,8.0,27.2,77.2,8.7,5.1,72.8,77.6,5.0,38.3,15.3,7.6,34.2,27.8,0.0,0.0,0.0066904925987163,0.0,0.0,0.0,0.0,0.0008197311693848,0.0,0.0,0.0,0.5423952408472151,0.0,0.0,0.0156078925942363,0.0,24347.404508506275,0.0,10.41333340658522,0.0,0.0,0.0,0.0,0.0598403753650928,0.0,0.0,0.0,0.0,0.0,0.0,0.0033445484130506,0.0,0.0297359027881198,0.0,0.1492457093028186,0.0058707614293315,0.3999843940633273,0.0,0.0381475038262771,0.0,0.0,0.0,0.0002252714735942,0.0,0.0,0.0,0.000119625167951,0.9452611580112872,0.5253513215550195,0.0,0.0,0.0,0.0,0.1913175892731997,0.0125598582554328,0.0,18.937279360506174,0.1074145353240486,0.0,1.1640273982523153,0.8561386794013037,0.4825418045439607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460500019853543,0.0,0.0,0.0871827164466135,0.3107266871342745,0.0,5.0776225862265685,0.2398007231853931,24388.353143782,151700.0,0.653287,2017.0
513,151700,2017.0,5477.0,844.0,391.0,314.0,48.0,35.6,143.0,212.0,94.0,46.0,20.0,3.0,21.0,33.8,5392.0,4951.0,178.0,93.0,0.0,0.0,288.0,55.0,115.0,2442.0,65990.0,8.0,27.2,77.2,8.7,5.1,72.8,77.6,5.0,38.3,15.3,7.6,34.2,27.8,0.0,0.0,0.0587076142933152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6005013232925142,0.0,0.0,0.0156078925942363,0.0,26315.576951988747,0.0,11.130039839916655,0.0,0.0,0.0,0.0,0.0016394623387696,0.0,0.0,0.0,0.0,0.0,0.0,0.0033445484130506,0.0,0.0020274479173718,0.0,0.1506818977365094,0.0067094416335217,0.4668693004151613,0.0,0.0411938754468707,0.0,0.0,0.0,0.0002078982200191,0.0,0.0,0.0,0.0001474909170896,0.9639032232627032,0.014033292898282,0.0,0.0,0.0,0.0,0.0114762363713876,0.0033547208167608,0.0,21.43808126686692,0.1388741660560737,0.0,1.203407880724275,0.8973255839553982,0.5611748932803966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3587550863299516,0.0,0.0,0.0056064866383129,0.277770826377609,0.0,4.487163475516471,0.1971438043197853,26358.6127009653,151700.0,0.653287,2017.0
