StateAbbr,PlaceName,PlaceFIPS,Geo_FIPS,Place_TractID,ACCESS2_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev,Geolocation,StateDesc,CountyName,CountyFIPS_x,TotalPopulation,CERVICAL_CrudePrev,Year,lat,lon,pop_ct,Geo_FIPS_TractLvl,StateFIPS,CountyFIPS_y,TractFIPS,TotalPopEst2015_19ACS,UnderAge1PopEst2015_19ACS,Age0to17PopEst2015_19ACS,Unique0to17WithED_Visit,NumberED_VisitsAge0to17,NumberLowAcuityED_VisitsAge0to17,NumberAsthmaRelatedED_Visits,NumberED_VisitsByChildrenUnder1YearOld,NumberOfInjuryRelatedVisits,NumberAcuteRespiratoryTractInfectionRelatedED_VisitsAge0to17,AllPrimaryCarePatientsAge0to17,WellChildVisitsInPastYearAge0to17,AsthmaDiagnosisAge0to17
PA,Pittsburgh,4261000.0,42003290100.0,4261000-42003290100,17.0,32.4,80.0,11.2,8.1,69.4,73.4,9.4,32.6,28.7,11.6,36.1,34.4,"(40.3990736406, -79.9931896358)",,,,,,2016,"40.3990736406,",-79.9931896358,2120.0,42003290100,42,3,290100,2007.0,21.400000000000002,530.0,149.0,255.0,113.0,83.0,25.0,2.0,54.0,196.0,154.0,46.0
PA,Pittsburgh,4261000.0,42003290100.0,4261000-42003290100,14.0,35.3,78.8,10.6,8.0,72.1,73.1,9.6,32.6,25.9,11.7,40.0,36.1,"(40.39907364060, -79.9931896358)",,,,,,2017,40.39907364060,-79.9931896358,2120.0,42003290100,42,3,290100,2007.0,21.400000000000002,530.0,143.0,268.0,128.0,76.0,29.0,2.0,48.0,201.0,162.0,43.0
PA,Pittsburgh,4261000.0,42003290100.0,4261000-42003290100,10.4,35.3,78.8,11.1,7.8,71.3,73.1,9.2,44.6,26.2,11.3,40.0,33.7,POINT (-79.9931896358 40.3990736406),,,,,,2018,OINT (-79.9931, 40.3990736406,2120.0,42003290100,42,3,290100,2007.0,21.400000000000002,530.0,128.0,217.0,112.0,39.0,26.0,4.0,34.0,211.0,169.0,42.0
PA,Pittsburgh,4261000.0,42003290100.0,4261000-42003290100,11.0,34.7,77.4,10.4,8.2,70.3,76.9,9.6,44.6,28.1,11.7,35.6,34.3,"(40.39907364060, -79.9931896358)",,,,,,2019,40.39907364060,-79.9931896358,2120.0,42003290100,42,3,290100,2007.0,21.400000000000002,530.0,152.0,264.0,145.0,50.0,45.0,4.0,43.0,218.0,175.0,40.0
PA,Pittsburgh,4261000.0,42003290200.0,4261000-42003290200,17.0,32.9,81.0,11.2,8.6,69.9,74.4,9.8,32.5,28.2,12.1,36.5,34.0,"(40.3993663293, -79.9838310182)",,,,,,2016,"40.3993663293,",-79.9838310182,3944.0,42003290200,42,3,290200,4486.0,42.0,1174.0,282.0,499.0,184.0,153.0,72.0,6.0,80.0,436.0,327.0,85.0
PA,Pittsburgh,4261000.0,42003290200.0,4261000-42003290200,13.2,35.4,79.7,10.4,8.0,72.9,74.5,9.3,32.5,24.1,11.4,40.1,34.7,"(40.39936632930, -79.9838310182)",,,,,,2017,40.39936632930,-79.9838310182,3944.0,42003290200,42,3,290200,4486.0,42.0,1174.0,294.0,492.0,202.0,136.0,62.0,4.0,81.0,436.0,331.0,80.0
PA,Pittsburgh,4261000.0,42003290200.0,4261000-42003290200,9.8,35.4,79.7,10.9,7.7,72.1,74.5,8.7,46.1,24.0,10.7,40.1,31.7,POINT (-79.9838310182 40.3993663293),,,,,,2018,OINT (-79.9838, 40.3993663293,3944.0,42003290200,42,3,290200,4486.0,42.0,1174.0,281.0,465.0,248.0,119.0,46.0,1.0,86.0,428.0,339.0,79.0
PA,Pittsburgh,4261000.0,42003290200.0,4261000-42003290200,10.3,33.4,77.7,10.3,7.7,71.1,78.4,8.8,46.1,25.0,10.6,35.0,31.1,"(40.39936632930, -79.9838310182)",,,,,,2019,40.39936632930,-79.9838310182,3944.0,42003290200,42,3,290200,4486.0,42.0,1174.0,306.0,489.0,269.0,123.0,57.0,3.0,62.0,421.0,311.0,70.0
PA,Pittsburgh,4261000.0,42003290400.0,4261000-42003290400,13.4,30.0,79.7,10.6,7.4,70.6,76.1,8.1,34.0,25.0,10.4,35.0,31.3,"(40.3876579905, -79.9824830575)",,,,,,2016,"40.3876579905,",-79.9824830575,4049.0,42003290400,42,3,290400,4204.0,49.4,955.0,209.0,341.0,147.0,73.0,40.0,2.0,57.0,314.0,219.0,41.0
PA,Pittsburgh,4261000.0,42003290400.0,4261000-42003290400,11.0,32.6,78.8,10.0,6.8,73.2,76.3,7.7,34.0,21.4,9.9,38.3,32.4,"(40.38765799050, -79.9824830575)",,,,,,2017,40.38765799050,-79.9824830575,4049.0,42003290400,42,3,290400,4204.0,49.4,955.0,225.0,351.0,158.0,68.0,75.0,6.0,56.0,323.0,241.0,44.0
PA,Pittsburgh,4261000.0,42003290400.0,4261000-42003290400,9.3,32.6,78.8,10.9,7.2,71.7,76.3,8.3,46.7,23.7,10.1,38.3,31.0,POINT (-79.9824830575 40.3876579905),,,,,,2018,OINT (-79.9824, 40.3876579905,4049.0,42003290400,42,3,290400,4204.0,49.4,955.0,230.0,353.0,177.0,69.0,41.0,2.0,51.0,315.0,237.0,43.0
PA,Pittsburgh,4261000.0,42003290400.0,4261000-42003290400,10.4,33.0,77.1,10.4,7.6,70.5,77.9,9.0,46.7,26.2,10.6,35.1,31.6,"(40.38765799050, -79.9824830575)",,,,,,2019,40.38765799050,-79.9824830575,4049.0,42003290400,42,3,290400,4204.0,49.4,955.0,210.0,360.0,210.0,63.0,50.0,2.0,60.0,322.0,253.0,42.0
PA,Pittsburgh,4261000.0,42003300100.0,4261000-42003300100,20.7,35.6,80.0,12.7,7.5,72.3,72.2,9.5,28.5,30.7,14.1,34.4,40.4,"(40.4135548542, -79.9930074335)",,,,,,2016,"40.4135548542,",-79.9930074335,3747.0,42003300100,42,3,300100,3863.0,31.599999999999998,1052.0,399.0,707.0,310.0,211.0,80.0,8.0,132.0,521.0,350.0,111.0
PA,Pittsburgh,4261000.0,42003300100.0,4261000-42003300100,18.8,40.2,79.3,12.3,8.0,74.8,69.5,10.4,28.5,29.7,14.9,39.8,42.7,"(40.41355485420, -79.9930074335)",,,,,,2017,40.41355485420,-79.9930074335,3747.0,42003300100,42,3,300100,3863.0,31.599999999999998,1052.0,422.0,732.0,297.0,182.0,74.0,6.0,100.0,519.0,355.0,108.0
PA,Pittsburgh,4261000.0,42003300100.0,4261000-42003300100,14.7,40.2,79.3,13.3,7.9,73.9,69.5,10.4,37.2,30.6,14.5,39.8,40.5,POINT (-79.9930074335 40.4135548542),,,,,,2018,OINT (-79.9930, 40.4135548542,3747.0,42003300100,42,3,300100,3863.0,31.599999999999998,1052.0,405.0,722.0,379.0,212.0,101.0,5.0,120.0,499.0,348.0,96.0
PA,Pittsburgh,4261000.0,42003300100.0,4261000-42003300100,13.6,38.0,77.5,12.1,7.6,73.6,76.6,9.6,37.2,30.0,13.6,33.9,38.7,"(40.41355485420, -79.9930074335)",,,,,,2019,40.41355485420,-79.9930074335,3747.0,42003300100,42,3,300100,3863.0,31.599999999999998,1052.0,415.0,794.0,438.0,185.0,104.0,6.0,127.0,537.0,400.0,103.0
PA,Pittsburgh,4261000.0,42003310200.0,4261000-42003310200,10.8,29.1,80.4,9.6,7.4,71.8,80.1,7.4,35.5,23.0,9.9,35.1,29.2,"(40.371402698, -79.9141125929)",,,,,,2016,"40.371402698, ",-79.9141125929,3227.0,42003310200,42,3,310200,3213.0,41.4,661.0,94.0,151.0,41.0,34.0,10.0,0.0,26.0,249.0,207.0,35.0
PA,Pittsburgh,4261000.0,42003310200.0,4261000-42003310200,9.6,33.2,80.0,9.4,6.9,73.8,79.0,7.6,35.5,20.7,9.8,39.2,31.6,"(40.37140269800, -79.9141125929)",,,,,,2017,40.37140269800,-79.9141125929,3227.0,42003310200,42,3,310200,3213.0,41.4,661.0,93.0,132.0,46.0,34.0,14.0,4.0,23.0,239.0,185.0,35.0
PA,Pittsburgh,4261000.0,42003310200.0,4261000-42003310200,7.9,33.2,80.0,10.1,6.9,72.4,79.0,7.5,49.6,21.9,9.4,39.2,28.9,POINT (-79.9141125929 40.371402698),,,,,,2018,OINT (-79.9141,9 40.371402698,3227.0,42003310200,42,3,310200,3213.0,41.4,661.0,97.0,130.0,63.0,21.0,18.0,0.0,13.0,245.0,193.0,38.0
PA,Pittsburgh,4261000.0,42003310200.0,4261000-42003310200,8.5,31.6,77.6,9.6,6.8,71.4,81.1,7.7,49.6,22.7,9.3,34.9,28.3,"(40.37140269800, -79.9141125929)",,,,,,2019,40.37140269800,-79.9141125929,3227.0,42003310200,42,3,310200,3213.0,41.4,661.0,102.0,144.0,68.0,26.0,20.0,1.0,12.0,220.0,179.0,35.0
PA,Pittsburgh,4261000.0,42003310300.0,4261000-42003310300,9.5,30.9,81.3,9.4,7.2,73.3,80.5,6.5,36.8,19.5,10.1,35.5,28.8,"(40.3879203774, -79.9225535388)",,,,,,2016,"40.3879203774,",-79.9225535388,990.0,42003310300,42,3,310300,997.0,11.8,234.0,42.0,56.0,19.0,7.0,4.0,1.0,8.0,106.0,88.0,14.0
PA,Pittsburgh,4261000.0,42003310300.0,4261000-42003310300,8.7,33.4,80.6,9.2,6.6,75.1,80.9,6.6,36.8,18.0,9.9,38.4,30.9,"(40.38792037740, -79.9225535388)",,,,,,2017,40.38792037740,-79.9225535388,990.0,42003310300,42,3,310300,997.0,11.8,234.0,46.0,71.0,18.0,7.0,6.0,0.0,7.0,107.0,82.0,12.0
PA,Pittsburgh,4261000.0,42003310300.0,4261000-42003310300,7.3,33.4,80.6,9.9,6.8,73.7,80.9,6.8,51.0,19.2,9.6,38.4,28.5,POINT (-79.9225535388 40.3879203774),,,,,,2018,OINT (-79.9225, 40.3879203774,990.0,42003310300,42,3,310300,997.0,11.8,234.0,49.0,79.0,27.0,11.0,3.0,1.0,6.0,106.0,83.0,14.0
PA,Pittsburgh,4261000.0,42003310300.0,4261000-42003310300,8.1,31.7,78.2,9.5,6.6,72.6,82.8,6.9,51.0,19.8,9.4,34.4,27.6,"(40.38792037740, -79.9225535388)",,,,,,2019,40.38792037740,-79.9225535388,990.0,42003310300,42,3,310300,997.0,11.8,234.0,39.0,55.0,24.0,2.0,3.0,0.0,1.0,104.0,92.0,15.0
PA,Pittsburgh,4261000.0,42003320400.0,4261000-42003320400,11.5,30.3,81.1,9.7,7.9,72.1,78.9,7.6,36.1,22.4,10.2,35.4,29.1,"(40.3847291707, -79.992066729)",,,,,,2016,"40.3847291707,", -79.992066729,1994.0,42003320400,42,3,320400,2045.0,16.4,373.0,62.0,109.0,40.0,31.0,14.0,2.0,15.0,141.0,111.0,36.0
PA,Pittsburgh,4261000.0,42003320400.0,4261000-42003320400,11.1,35.1,80.7,9.6,7.9,73.7,77.3,8.4,36.1,21.6,10.7,40.1,32.3,"(40.38472917070, -79.9920667290)",,,,,,2017,40.38472917070,-79.9920667290,1994.0,42003320400,42,3,320400,2045.0,16.4,373.0,70.0,116.0,34.0,29.0,21.0,2.0,17.0,137.0,111.0,36.0
PA,Pittsburgh,4261000.0,42003320400.0,4261000-42003320400,9.2,35.1,80.7,10.3,8.3,72.5,77.3,8.7,47.1,23.2,10.8,40.1,30.5,POINT (-79.992066729 40.3847291707),,,,,,2018,OINT (-79.9920, 40.3847291707,1994.0,42003320400,42,3,320400,2045.0,16.4,373.0,68.0,118.0,73.0,25.0,17.0,3.0,20.0,146.0,117.0,36.0
PA,Pittsburgh,4261000.0,42003320400.0,4261000-42003320400,9.4,34.1,79.0,9.5,8.0,71.6,79.8,8.6,47.1,23.7,10.5,36.0,29.8,"(40.38472917070, -79.9920667290)",,,,,,2019,40.38472917070,-79.9920667290,1994.0,42003320400,42,3,320400,2045.0,16.4,373.0,75.0,128.0,72.0,33.0,20.0,2.0,16.0,148.0,132.0,35.0
PA,Pittsburgh,4261000.0,42003320600.0,4261000-42003320600,11.3,29.2,79.4,9.7,6.9,70.7,77.0,7.0,35.8,22.8,9.5,34.5,30.1,"(40.3946605461, -80.0050819067)",,,,,,2016,"40.3946605461,",-80.0050819067,2261.0,42003320600,42,3,320600,2185.0,12.4,368.0,95.0,151.0,43.0,34.0,8.0,1.0,15.0,180.0,146.0,28.0
PA,Pittsburgh,4261000.0,42003320600.0,4261000-42003320600,9.5,31.2,78.4,9.3,6.3,73.0,78.1,6.8,35.8,20.1,9.1,37.1,31.5,"(40.39466054610, -80.0050819067)",,,,,,2017,40.39466054610,-80.0050819067,2261.0,42003320600,42,3,320600,2185.0,12.4,368.0,79.0,108.0,44.0,27.0,6.0,0.0,19.0,173.0,146.0,25.0
PA,Pittsburgh,4261000.0,42003320600.0,4261000-42003320600,7.8,31.2,78.4,10.0,6.4,71.6,78.1,6.9,49.6,21.3,8.9,37.1,29.3,POINT (-80.0050819067 40.3946605461),,,,,,2018,OINT (-80.0050, 40.3946605461,2261.0,42003320600,42,3,320600,2185.0,12.4,368.0,87.0,129.0,66.0,25.0,10.0,2.0,7.0,187.0,155.0,28.0
PA,Pittsburgh,4261000.0,42003320600.0,4261000-42003320600,8.3,30.1,76.3,9.4,6.3,70.4,80.3,7.0,49.6,22.0,8.8,33.2,28.8,"(40.39466054610, -80.0050819067)",,,,,,2019,40.39466054610,-80.0050819067,2261.0,42003320600,42,3,320600,2185.0,12.4,368.0,79.0,114.0,55.0,15.0,25.0,6.0,10.0,183.0,157.0,25.0
PA,Pittsburgh,4261000.0,42003320700.0,4261000-42003320700,12.7,30.8,81.1,10.0,8.4,71.3,79.3,8.3,34.4,24.7,11.0,36.0,31.1,"(40.3824456929, -80.0002432493)",,,,,,2016,"40.3824456929,",-80.0002432493,1650.0,42003320700,42,3,320700,1617.0,23.4,312.0,59.0,79.0,34.0,8.0,12.0,0.0,10.0,101.0,86.0,18.0
PA,Pittsburgh,4261000.0,42003320700.0,4261000-42003320700,10.9,35.3,80.6,9.7,8.0,73.5,78.0,8.7,34.4,22.1,11.0,40.6,33.3,"(40.38244569290, -80.0002432493)",,,,,,2017,40.38244569290,-80.0002432493,1650.0,42003320700,42,3,320700,1617.0,23.4,312.0,59.0,105.0,43.0,21.0,14.0,0.0,12.0,108.0,86.0,19.0
PA,Pittsburgh,4261000.0,42003320700.0,4261000-42003320700,9.1,35.3,80.6,10.6,8.3,72.2,78.0,8.9,47.1,23.9,10.9,40.6,31.1,POINT (-80.0002432493 40.3824456929),,,,,,2018,OINT (-80.0002, 40.3824456929,1650.0,42003320700,42,3,320700,1617.0,23.4,312.0,47.0,90.0,61.0,8.0,6.0,0.0,14.0,112.0,95.0,19.0
PA,Pittsburgh,4261000.0,42003320700.0,4261000-42003320700,9.3,34.2,78.8,9.8,8.2,71.3,80.2,8.9,47.1,24.3,10.8,36.5,30.6,"(40.38244569290, -80.0002432493)",,,,,,2019,40.38244569290,-80.0002432493,1650.0,42003320700,42,3,320700,1617.0,23.4,312.0,56.0,84.0,36.0,12.0,8.0,1.0,16.0,113.0,91.0,18.0
PA,,,42003401100.0,,9.0,32.7,79.2,10.1,7.9,79.3,87.2,8.4,41.7,20.6,10.9,35.8,32.5,POINT (-79.71004466 40.64634146),Pennsylvania,Allegheny,42003.0,4447.0,84.5,2016,OINT (-79.7100,66 40.64634146,,42003401100,42,3,401100,4713.0,34.2,923.0,87.0,125.0,46.0,13.0,22.0,0.0,8.0,601.0,491.0,76.0
PA,,,42003401100.0,,9.0,32.7,79.2,10.1,7.9,79.3,87.2,8.4,41.7,20.6,10.9,35.8,32.5,POINT (-79.71004466 40.64634146),Pennsylvania,Allegheny,42003.0,4447.0,84.5,2017,OINT (-79.7100,66 40.64634146,,42003401100,42,3,401100,4713.0,34.2,923.0,81.0,131.0,48.0,13.0,35.0,0.0,23.0,615.0,536.0,76.0
PA,,,42003401100.0,,9.0,32.7,79.2,10.1,7.9,79.3,87.2,8.4,41.7,20.6,10.9,35.8,32.5,POINT (-79.71004466 40.64634146),Pennsylvania,Allegheny,42003.0,4447.0,84.5,2018,OINT (-79.7100,66 40.64634146,,42003401100,42,3,401100,4713.0,34.2,923.0,82.0,105.0,45.0,15.0,17.0,2.0,22.0,624.0,534.0,78.0
PA,,,42003401100.0,,9.0,32.7,79.2,10.1,7.9,79.3,87.2,8.4,41.7,20.6,10.9,35.8,32.5,POINT (-79.71004466 40.64634146),Pennsylvania,Allegheny,42003.0,4447.0,84.5,2019,OINT (-79.7100,66 40.64634146,,42003401100,42,3,401100,4713.0,34.2,923.0,118.0,171.0,93.0,9.0,24.0,6.0,19.0,643.0,529.0,66.0
PA,,,42003401200.0,,12.6,35.6,79.2,12.0,9.7,78.6,83.3,11.4,35.3,27.2,13.7,36.6,37.7,POINT (-79.72555813 40.61501841),Pennsylvania,Allegheny,42003.0,3272.0,79.7,2016,OINT (-79.7255,13 40.61501841,,42003401200,42,3,401200,2883.0,21.4,663.0,115.0,183.0,52.0,54.0,41.0,1.0,31.0,484.0,383.0,97.0
PA,,,42003401200.0,,12.6,35.6,79.2,12.0,9.7,78.6,83.3,11.4,35.3,27.2,13.7,36.6,37.7,POINT (-79.72555813 40.61501841),Pennsylvania,Allegheny,42003.0,3272.0,79.7,2017,OINT (-79.7255,13 40.61501841,,42003401200,42,3,401200,2883.0,21.4,663.0,118.0,196.0,63.0,51.0,32.0,1.0,24.0,509.0,399.0,100.0
PA,,,42003401200.0,,12.6,35.6,79.2,12.0,9.7,78.6,83.3,11.4,35.3,27.2,13.7,36.6,37.7,POINT (-79.72555813 40.61501841),Pennsylvania,Allegheny,42003.0,3272.0,79.7,2018,OINT (-79.7255,13 40.61501841,,42003401200,42,3,401200,2883.0,21.4,663.0,128.0,199.0,87.0,46.0,26.0,2.0,26.0,511.0,390.0,100.0
PA,,,42003401200.0,,12.6,35.6,79.2,12.0,9.7,78.6,83.3,11.4,35.3,27.2,13.7,36.6,37.7,POINT (-79.72555813 40.61501841),Pennsylvania,Allegheny,42003.0,3272.0,79.7,2019,OINT (-79.7255,13 40.61501841,,42003401200,42,3,401200,2883.0,21.4,663.0,109.0,157.0,59.0,28.0,10.0,1.0,22.0,525.0,432.0,100.0
PA,,,42003401300.0,,7.7,32.2,78.9,9.7,6.8,79.4,87.3,7.1,44.2,18.2,9.6,35.4,30.9,POINT (-79.73895046 40.62149512),Pennsylvania,Allegheny,42003.0,2742.0,86.3,2016,OINT (-79.7389,46 40.62149512,,42003401300,42,3,401300,2745.0,30.6,456.0,57.0,78.0,17.0,12.0,4.0,1.0,7.0,384.0,298.0,53.0
PA,,,42003401300.0,,7.7,32.2,78.9,9.7,6.8,79.4,87.3,7.1,44.2,18.2,9.6,35.4,30.9,POINT (-79.73895046 40.62149512),Pennsylvania,Allegheny,42003.0,2742.0,86.3,2017,OINT (-79.7389,46 40.62149512,,42003401300,42,3,401300,2745.0,30.6,456.0,58.0,78.0,26.0,12.0,5.0,1.0,7.0,392.0,331.0,51.0
PA,,,42003401300.0,,7.7,32.2,78.9,9.7,6.8,79.4,87.3,7.1,44.2,18.2,9.6,35.4,30.9,POINT (-79.73895046 40.62149512),Pennsylvania,Allegheny,42003.0,2742.0,86.3,2018,OINT (-79.7389,46 40.62149512,,42003401300,42,3,401300,2745.0,30.6,456.0,64.0,93.0,36.0,12.0,9.0,0.0,9.0,390.0,340.0,53.0
PA,,,42003401300.0,,7.7,32.2,78.9,9.7,6.8,79.4,87.3,7.1,44.2,18.2,9.6,35.4,30.9,POINT (-79.73895046 40.62149512),Pennsylvania,Allegheny,42003.0,2742.0,86.3,2019,OINT (-79.7389,46 40.62149512,,42003401300,42,3,401300,2745.0,30.6,456.0,60.0,94.0,40.0,16.0,9.0,2.0,9.0,389.0,323.0,46.0
PA,,,42003402000.0,,9.6,33.3,78.6,10.5,7.8,78.9,85.4,8.6,39.7,22.0,11.1,35.3,34.1,POINT (-79.74117785 40.60799869),Pennsylvania,Allegheny,42003.0,3260.0,83.9,2016,OINT (-79.7411,85 40.60799869,,42003402000,42,3,402000,3175.0,46.2,639.0,89.0,130.0,44.0,26.0,10.0,0.0,17.0,415.0,317.0,77.0
PA,,,42003402000.0,,9.6,33.3,78.6,10.5,7.8,78.9,85.4,8.6,39.7,22.0,11.1,35.3,34.1,POINT (-79.74117785 40.60799869),Pennsylvania,Allegheny,42003.0,3260.0,83.9,2017,OINT (-79.7411,85 40.60799869,,42003402000,42,3,402000,3175.0,46.2,639.0,89.0,150.0,56.0,23.0,20.0,3.0,28.0,423.0,327.0,82.0
PA,,,42003402000.0,,9.6,33.3,78.6,10.5,7.8,78.9,85.4,8.6,39.7,22.0,11.1,35.3,34.1,POINT (-79.74117785 40.60799869),Pennsylvania,Allegheny,42003.0,3260.0,83.9,2018,OINT (-79.7411,85 40.60799869,,42003402000,42,3,402000,3175.0,46.2,639.0,108.0,155.0,69.0,29.0,18.0,2.0,24.0,418.0,340.0,81.0
PA,,,42003402000.0,,9.6,33.3,78.6,10.5,7.8,78.9,85.4,8.6,39.7,22.0,11.1,35.3,34.1,POINT (-79.74117785 40.60799869),Pennsylvania,Allegheny,42003.0,3260.0,83.9,2019,OINT (-79.7411,85 40.60799869,,42003402000,42,3,402000,3175.0,46.2,639.0,114.0,167.0,80.0,31.0,17.0,2.0,19.0,399.0,311.0,74.0
PA,,,42003403500.0,,11.0,32.8,77.2,11.2,8.0,77.6,83.1,9.3,37.5,25.8,11.6,34.9,36.5,POINT (-79.75962507 40.60396505),Pennsylvania,Allegheny,42003.0,4530.0,81.6,2016,OINT (-79.7596,07 40.60396505,,42003403500,42,3,403500,4413.0,74.6,854.0,168.0,267.0,93.0,68.0,36.0,2.0,39.0,602.0,457.0,114.0
PA,,,42003403500.0,,11.0,32.8,77.2,11.2,8.0,77.6,83.1,9.3,37.5,25.8,11.6,34.9,36.5,POINT (-79.75962507 40.60396505),Pennsylvania,Allegheny,42003.0,4530.0,81.6,2017,OINT (-79.7596,07 40.60396505,,42003403500,42,3,403500,4413.0,74.6,854.0,162.0,251.0,90.0,77.0,11.0,1.0,33.0,612.0,489.0,118.0
PA,,,42003403500.0,,11.0,32.8,77.2,11.2,8.0,77.6,83.1,9.3,37.5,25.8,11.6,34.9,36.5,POINT (-79.75962507 40.60396505),Pennsylvania,Allegheny,42003.0,4530.0,81.6,2018,OINT (-79.7596,07 40.60396505,,42003403500,42,3,403500,4413.0,74.6,854.0,204.0,307.0,130.0,66.0,50.0,2.0,53.0,630.0,511.0,114.0
PA,,,42003403500.0,,11.0,32.8,77.2,11.2,8.0,77.6,83.1,9.3,37.5,25.8,11.6,34.9,36.5,POINT (-79.75962507 40.60396505),Pennsylvania,Allegheny,42003.0,4530.0,81.6,2019,OINT (-79.7596,07 40.60396505,,42003403500,42,3,403500,4413.0,74.6,854.0,187.0,303.0,147.0,50.0,41.0,0.0,44.0,637.0,514.0,107.0
PA,,,42003404000.0,,9.1,32.1,77.6,10.3,7.4,78.2,85.0,7.9,41.4,21.1,10.0,34.4,32.6,POINT (-79.77995555 40.58745287),Pennsylvania,Allegheny,42003.0,1500.0,84.6,2016,OINT (-79.7799,55 40.58745287,,42003404000,42,3,404000,1449.0,13.6,334.0,48.0,73.0,26.0,18.0,16.0,0.0,11.0,245.0,200.0,43.0
PA,,,42003404000.0,,9.1,32.1,77.6,10.3,7.4,78.2,85.0,7.9,41.4,21.1,10.0,34.4,32.6,POINT (-79.77995555 40.58745287),Pennsylvania,Allegheny,42003.0,1500.0,84.6,2017,OINT (-79.7799,55 40.58745287,,42003404000,42,3,404000,1449.0,13.6,334.0,63.0,80.0,27.0,14.0,7.0,2.0,7.0,223.0,170.0,40.0
PA,,,42003404000.0,,9.1,32.1,77.6,10.3,7.4,78.2,85.0,7.9,41.4,21.1,10.0,34.4,32.6,POINT (-79.77995555 40.58745287),Pennsylvania,Allegheny,42003.0,1500.0,84.6,2018,OINT (-79.7799,55 40.58745287,,42003404000,42,3,404000,1449.0,13.6,334.0,61.0,82.0,39.0,8.0,8.0,0.0,13.0,215.0,187.0,38.0
PA,,,42003404000.0,,9.1,32.1,77.6,10.3,7.4,78.2,85.0,7.9,41.4,21.1,10.0,34.4,32.6,POINT (-79.77995555 40.58745287),Pennsylvania,Allegheny,42003.0,1500.0,84.6,2019,OINT (-79.7799,55 40.58745287,,42003404000,42,3,404000,1449.0,13.6,334.0,67.0,89.0,41.0,14.0,14.0,1.0,12.0,222.0,172.0,39.0
PA,,,42003405000.0,,8.2,33.6,79.3,9.7,7.6,79.7,87.9,7.9,43.8,19.5,10.6,36.6,32.3,POINT (-79.79589708 40.6065331),Pennsylvania,Allegheny,42003.0,1157.0,86.3,2016,OINT (-79.7958,708 40.6065331,,42003405000,42,3,405000,1123.0,10.0,191.0,40.0,51.0,16.0,2.0,3.0,1.0,5.0,184.0,146.0,23.0
PA,,,42003405000.0,,8.2,33.6,79.3,9.7,7.6,79.7,87.9,7.9,43.8,19.5,10.6,36.6,32.3,POINT (-79.79589708 40.6065331),Pennsylvania,Allegheny,42003.0,1157.0,86.3,2017,OINT (-79.7958,708 40.6065331,,42003405000,42,3,405000,1123.0,10.0,191.0,46.0,61.0,16.0,2.0,2.0,1.0,7.0,174.0,137.0,22.0
PA,,,42003405000.0,,8.2,33.6,79.3,9.7,7.6,79.7,87.9,7.9,43.8,19.5,10.6,36.6,32.3,POINT (-79.79589708 40.6065331),Pennsylvania,Allegheny,42003.0,1157.0,86.3,2018,OINT (-79.7958,708 40.6065331,,42003405000,42,3,405000,1123.0,10.0,191.0,44.0,62.0,33.0,2.0,5.0,0.0,9.0,158.0,139.0,20.0
PA,,,42003405000.0,,8.2,33.6,79.3,9.7,7.6,79.7,87.9,7.9,43.8,19.5,10.6,36.6,32.3,POINT (-79.79589708 40.6065331),Pennsylvania,Allegheny,42003.0,1157.0,86.3,2019,OINT (-79.7958,708 40.6065331,,42003405000,42,3,405000,1123.0,10.0,191.0,46.0,60.0,23.0,1.0,11.0,5.0,3.0,158.0,137.0,19.0
PA,,,42003406000.0,,8.0,32.2,78.4,9.6,6.9,79.0,87.3,7.3,44.1,19.5,9.9,35.9,31.6,POINT (-79.76717156 40.65001449),Pennsylvania,Allegheny,42003.0,2376.0,85.8,2016,OINT (-79.7671,56 40.65001449,,42003406000,42,3,406000,2329.0,23.8,373.0,45.0,56.0,17.0,7.0,8.0,2.0,8.0,288.0,231.0,36.0
PA,,,42003406000.0,,8.0,32.2,78.4,9.6,6.9,79.0,87.3,7.3,44.1,19.5,9.9,35.9,31.6,POINT (-79.76717156 40.65001449),Pennsylvania,Allegheny,42003.0,2376.0,85.8,2017,OINT (-79.7671,56 40.65001449,,42003406000,42,3,406000,2329.0,23.8,373.0,48.0,77.0,25.0,7.0,7.0,1.0,4.0,296.0,244.0,36.0
PA,,,42003406000.0,,8.0,32.2,78.4,9.6,6.9,79.0,87.3,7.3,44.1,19.5,9.9,35.9,31.6,POINT (-79.76717156 40.65001449),Pennsylvania,Allegheny,42003.0,2376.0,85.8,2018,OINT (-79.7671,56 40.65001449,,42003406000,42,3,406000,2329.0,23.8,373.0,60.0,91.0,25.0,17.0,12.0,0.0,7.0,301.0,244.0,38.0
