StateAbbr,PlaceName,PlaceFIPS,Geo_FIPS,Place_TractID,ACCESS2_CrudePrev,BPHIGH_CrudePrev,BPMED_CrudePrev,CASTHMA_CrudePrev,CHD_CrudePrev,CHECKUP_CrudePrev,CHOLSCREEN_CrudePrev,COPD_CrudePrev,COREM_CrudePrev,CSMOKING_CrudePrev,DIABETES_CrudePrev,HIGHCHOL_CrudePrev,OBESITY_CrudePrev,Geolocation,StateDesc,CountyName,CountyFIPS_x,TotalPopulation,CERVICAL_CrudePrev,Year,lat,lon,pop_ct,Geo_FIPS_TractLvl,StateFIPS,CountyFIPS_y,TractFIPS,TotalPopEst2015_19ACS,UnderAge1PopEst2015_19ACS,Age0to17PopEst2015_19ACS,Unique0to17WithED_Visit,NumberED_VisitsAge0to17,NumberLowAcuityED_VisitsAge0to17,NumberAsthmaRelatedED_Visits,NumberED_VisitsByChildrenUnder1YearOld,NumberOfInjuryRelatedVisits,NumberAcuteRespiratoryTractInfectionRelatedED_VisitsAge0to17,AllPrimaryCarePatientsAge0to17,WellChildVisitsInPastYearAge0to17,AsthmaDiagnosisAge0to17
PA,Pittsburgh,4261000.0,42003010300.0,4261000-42003010300,19.2,16.2,54.9,11.5,2.3,63.2,49.1,4.1,28.9,28.0,4.8,18.6,28.9,"(40.4357260114, -79.9851241394)",,,,,,2016,"40.4357260114,",-79.9851241394,6600.0,42003010300,42,3,10300,3233.0,17.8,145.0,29.0,53.0,17.0,13.0,2.0,0.0,3.0,50.0,33.0,9.0
PA,Pittsburgh,4261000.0,42003010300.0,4261000-42003010300,14.4,17.1,54.3,10.7,2.0,66.9,51.2,3.8,28.9,23.2,4.4,20.3,29.1,"(40.43572601140, -79.9851241394)",,,,,,2017,40.43572601140,-79.9851241394,6600.0,42003010300,42,3,10300,4147.0,17.8,155.0,28.0,51.0,23.0,25.0,7.0,0.0,9.0,41.0,24.0,5.0
PA,Pittsburgh,4261000.0,42003010300.0,4261000-42003010300,12.6,17.1,54.3,11.6,2.4,65.2,51.2,4.4,38.8,25.3,4.9,20.3,29.4,POINT (-79.9851241394 40.4357260114),,,,,,2018,OINT (-79.9851, 40.4357260114,6600.0,42003010300,42,3,10300,4147.0,17.8,155.0,36.0,60.0,28.0,12.0,12.0,1.0,9.0,44.0,34.0,5.0
PA,Pittsburgh,4261000.0,42003010300.0,4261000-42003010300,12.9,19.0,51.9,11.1,2.6,63.7,58.1,4.4,38.8,26.5,5.0,17.6,29.8,"(40.43572601140, -79.9851241394)",,,,,,2019,40.43572601140,-79.9851241394,6600.0,42003010300,42,3,10300,4147.0,17.8,155.0,38.0,89.0,43.0,18.0,19.0,5.0,15.0,47.0,36.0,5.0
PA,Pittsburgh,4261000.0,42003020100.0,4261000-42003020100,11.7,23.0,74.4,10.0,4.5,68.5,62.2,4.5,35.2,19.0,7.3,28.6,25.2,"(40.4406835306, -80.0000351595)",,,,,,2016,"40.4406835306,",-80.0000351595,3629.0,42003020100,42,3,20100,5490.0,19.0,201.0,41.0,61.0,17.0,9.0,6.0,1.0,7.0,71.0,44.0,7.0
PA,Pittsburgh,4261000.0,42003020100.0,4261000-42003020100,9.0,23.2,74.0,9.6,4.1,71.2,66.8,4.3,35.2,15.5,7.0,29.4,26.5,"(40.44068353060, -80.0000351595)",,,,,,2017,40.44068353060,-80.0000351595,3629.0,42003020100,42,3,20100,5490.0,19.0,201.0,32.0,44.0,12.0,8.0,10.0,4.0,2.0,52.0,33.0,5.0
PA,Pittsburgh,4261000.0,42003020100.0,4261000-42003020100,6.8,23.2,74.0,9.9,4.0,69.8,66.8,4.1,50.2,15.1,6.5,29.4,24.0,POINT (-80.0000351595 40.4406835306),,,,,,2018,OINT (-80.0000, 40.4406835306,3629.0,42003020100,42,3,20100,5490.0,19.0,201.0,41.0,63.0,24.0,10.0,5.0,3.0,5.0,56.0,45.0,6.0
PA,Pittsburgh,4261000.0,42003020100.0,4261000-42003020100,6.7,22.1,71.8,9.3,3.9,68.4,73.4,3.8,50.2,14.4,6.4,24.9,23.4,"(40.44068353060, -80.0000351595)",,,,,,2019,40.44068353060,-80.0000351595,3629.0,42003020100,42,3,20100,5490.0,19.0,201.0,39.0,58.0,35.0,6.0,11.0,1.0,7.0,67.0,48.0,5.0
PA,Pittsburgh,4261000.0,42003020300.0,4261000-42003020300,6.4,21.4,70.8,8.3,3.1,68.8,71.3,2.8,38.3,13.2,5.3,27.3,24.1,"(40.4542542337, -79.9814998549)",,,,,,2016,"40.4542542337,",-79.9814998549,616.0,42003020300,42,3,20300,1212.0,7.2,41.0,16.0,25.0,8.0,7.0,4.0,0.0,2.0,28.0,22.0,3.0
PA,Pittsburgh,4261000.0,42003020300.0,4261000-42003020300,5.3,20.0,70.2,8.0,2.7,71.1,78.4,2.6,38.3,11.0,5.0,26.9,25.4,"(40.45425423370, -79.9814998549)",,,,,,2017,40.45425423370,-79.9814998549,616.0,42003020300,42,3,20300,1212.0,7.2,41.0,9.0,21.0,6.0,7.0,3.0,0.0,4.0,31.0,22.0,2.0
PA,Pittsburgh,4261000.0,42003020300.0,4261000-42003020300,4.2,20.0,70.2,8.5,2.7,69.3,78.4,2.8,54.3,11.5,4.8,26.9,23.3,POINT (-79.9814998549 40.4542542337),,,,,,2018,OINT (-79.9814, 40.4542542337,616.0,42003020300,42,3,20300,1212.0,7.2,41.0,19.0,29.0,12.0,8.0,8.0,1.0,5.0,38.0,36.0,2.0
PA,Pittsburgh,4261000.0,42003020300.0,4261000-42003020300,4.8,19.7,67.6,8.2,2.8,67.4,80.4,2.8,54.3,12.3,4.9,24.2,23.4,"(40.45425423370, -79.9814998549)",,,,,,2019,40.45425423370,-79.9814998549,616.0,42003020300,42,3,20300,1212.0,7.2,41.0,17.0,29.0,11.0,6.0,7.0,3.0,3.0,38.0,39.0,2.0
PA,Pittsburgh,4261000.0,42003030500.0,4261000-42003030500,24.1,48.7,86.3,14.0,10.3,77.3,72.4,11.3,23.0,29.0,22.3,38.8,45.4,"(40.442733463, -79.983771911)",,,,,,2016,"40.442733463, ", -79.983771911,2256.0,42003030500,42,3,30500,2109.0,15.600000000000001,381.0,205.0,380.0,146.0,128.0,33.0,3.0,59.0,272.0,193.0,49.0
PA,Pittsburgh,4261000.0,42003030500.0,4261000-42003030500,19.0,49.8,85.3,12.9,10.2,80.1,72.8,10.7,23.0,25.9,21.9,42.6,45.9,"(40.44273346300, -79.9837719110)",,,,,,2017,40.44273346300,-79.9837719110,2256.0,42003030500,42,3,30500,2109.0,15.600000000000001,381.0,203.0,357.0,174.0,123.0,43.0,3.0,62.0,275.0,207.0,50.0
PA,Pittsburgh,4261000.0,42003030500.0,4261000-42003030500,14.1,49.8,85.3,13.6,9.3,79.8,72.8,10.2,32.5,25.0,20.4,42.6,43.0,POINT (-79.983771911 40.442733463),,,,,,2018,OINT (-79.9837,1 40.442733463,2256.0,42003030500,42,3,30500,2109.0,15.600000000000001,381.0,219.0,384.0,207.0,88.0,63.0,2.0,74.0,291.0,225.0,52.0
PA,Pittsburgh,4261000.0,42003030500.0,4261000-42003030500,14.4,48.3,84.3,12.8,9.9,79.2,79.7,10.6,32.5,26.9,20.5,37.2,42.6,"(40.44273346300, -79.9837719110)",,,,,,2019,40.44273346300,-79.9837719110,2256.0,42003030500,42,3,30500,2109.0,15.600000000000001,381.0,190.0,355.0,206.0,75.0,51.0,5.0,68.0,280.0,219.0,49.0
PA,Pittsburgh,4261000.0,42003040200.0,4261000-42003040200,21.4,22.4,69.8,13.0,3.9,66.1,49.1,5.8,23.5,25.9,8.2,24.9,29.7,"(40.4401102203, -79.9663476233)",,,,,,2016,"40.4401102203,",-79.9663476233,2604.0,42003040200,42,3,40200,1576.0,11.6,100.0,50.0,106.0,51.0,37.0,9.0,2.0,16.0,81.0,49.0,23.0
PA,Pittsburgh,4261000.0,42003040200.0,4261000-42003040200,16.2,23.1,69.2,12.0,3.8,69.7,52.0,5.8,23.5,21.8,8.0,26.9,30.4,"(40.44011022030, -79.9663476233)",,,,,,2017,40.44011022030,-79.9663476233,2604.0,42003040200,42,3,40200,1576.0,11.6,100.0,42.0,84.0,25.0,41.0,14.0,1.0,8.0,76.0,59.0,19.0
PA,Pittsburgh,4261000.0,42003040200.0,4261000-42003040200,12.3,23.1,69.2,12.7,3.9,68.4,52.0,5.9,31.8,22.2,8.1,26.9,29.3,POINT (-79.9663476233 40.4401102203),,,,,,2018,OINT (-79.9663, 40.4401102203,2604.0,42003040200,42,3,40200,1576.0,11.6,100.0,49.0,104.0,45.0,39.0,22.0,2.0,24.0,79.0,58.0,19.0
PA,Pittsburgh,4261000.0,42003040200.0,4261000-42003040200,11.8,23.3,67.1,11.7,4.0,67.5,61.4,5.5,31.8,22.3,8.0,22.3,29.3,"(40.44011022030, -79.9663476233)",,,,,,2019,40.44011022030,-79.9663476233,2604.0,42003040200,42,3,40200,1576.0,11.6,100.0,40.0,85.0,43.0,31.0,16.0,2.0,22.0,68.0,50.0,17.0
PA,Pittsburgh,4261000.0,42003040400.0,4261000-42003040400,15.3,25.5,77.9,9.0,6.7,68.8,53.8,5.3,35.9,14.8,7.7,32.6,19.0,"(40.4473477442, -79.9493726181)",,,,,,2016,"40.4473477442,",-79.9493726181,2488.0,42003040400,42,3,40400,1500.0,0.6,3.0,4.0,6.0,4.0,0.0,1.0,0.0,0.0,14.0,13.0,1.0
PA,Pittsburgh,4261000.0,42003040400.0,4261000-42003040400,11.6,25.0,78.0,8.5,6.6,71.9,60.5,5.5,35.9,12.3,7.6,32.9,20.3,"(40.44734774420, -79.9493726181)",,,,,,2017,40.44734774420,-79.9493726181,2488.0,42003040400,42,3,40400,1871.0,4.2,21.0,3.0,5.0,2.0,0.0,2.0,0.0,1.0,13.0,14.0,1.0
PA,Pittsburgh,4261000.0,42003040400.0,4261000-42003040400,8.3,25.0,78.0,8.7,6.4,70.7,60.5,5.1,47.4,11.8,7.4,32.9,18.7,POINT (-79.9493726181 40.4473477442),,,,,,2018,OINT (-79.9493, 40.4473477442,2488.0,42003040400,42,3,40400,1871.0,4.2,21.0,6.0,9.0,5.0,0.0,3.0,0.0,0.0,14.0,10.0,1.0
PA,Pittsburgh,4261000.0,42003040400.0,4261000-42003040400,8.0,23.9,76.4,8.0,6.3,70.0,69.9,4.8,47.4,11.4,7.2,27.0,18.2,"(40.44734774420, -79.9493726181)",,,,,,2019,40.44734774420,-79.9493726181,2488.0,42003040400,42,3,40400,1871.0,4.2,21.0,6.0,10.0,5.0,0.0,3.0,0.0,1.0,15.0,11.0,1.0
PA,Pittsburgh,4261000.0,42003040500.0,4261000-42003040500,23.2,13.4,44.8,13.2,2.2,59.2,34.9,4.9,29.3,28.0,3.5,17.9,24.5,"(40.4396225397, -79.9559525876)",,,,,,2016,"40.4396225397,",-79.9559525876,3694.0,42003040500,42,3,40500,3255.0,0.0,0.0,12.0,15.0,8.0,0.0,3.0,0.0,2.0,26.0,17.0,2.0
PA,Pittsburgh,4261000.0,42003040500.0,4261000-42003040500,17.7,13.8,45.5,12.2,2.3,63.4,39.3,5.5,29.3,24.8,3.6,19.5,26.3,"(40.43962253970, -79.9559525876)",,,,,,2017,40.43962253970,-79.9559525876,3694.0,42003040500,42,3,40500,3255.0,0.0,0.0,10.0,19.0,7.0,1.0,3.0,0.0,3.0,24.0,17.0,3.0
PA,Pittsburgh,4261000.0,42003040500.0,4261000-42003040500,12.4,13.8,45.5,12.8,2.5,62.6,39.3,5.3,36.8,24.0,3.8,19.5,25.3,POINT (-79.9559525876 40.4396225397),,,,,,2018,OINT (-79.9559, 40.4396225397,3694.0,42003040500,42,3,40500,3255.0,0.0,0.0,7.0,13.0,5.0,0.0,1.0,0.0,1.0,21.0,13.0,3.0
PA,Pittsburgh,4261000.0,42003040500.0,4261000-42003040500,11.7,14.6,42.7,11.8,2.6,61.1,49.9,4.9,36.8,24.6,3.9,15.7,26.2,"(40.43962253970, -79.9559525876)",,,,,,2019,40.43962253970,-79.9559525876,3694.0,42003040500,42,3,40500,3255.0,0.0,0.0,7.0,9.0,4.0,1.0,1.0,0.0,2.0,20.0,13.0,3.0
PA,Pittsburgh,4261000.0,42003040600.0,4261000-42003040600,21.1,14.9,50.2,12.2,2.6,59.9,37.5,4.7,31.2,26.0,3.9,20.1,24.3,"(40.4367501576, -79.9522852215)",,,,,,2016,"40.4367501576,",-79.9522852215,2392.0,42003040600,42,3,40600,2212.0,0.0,43.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,0.0
PA,Pittsburgh,4261000.0,42003040600.0,4261000-42003040600,15.7,14.6,50.5,11.4,2.6,63.9,43.8,5.1,31.2,22.6,3.9,20.9,25.7,"(40.43675015760, -79.9522852215)",,,,,,2017,40.43675015760,-79.9522852215,2392.0,42003040600,42,3,40600,2212.0,0.0,43.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,0.0
PA,Pittsburgh,4261000.0,42003040600.0,4261000-42003040600,11.3,14.6,50.5,11.8,2.8,62.9,43.8,4.9,40.2,21.7,4.0,20.9,24.2,POINT (-79.9522852215 40.4367501576),,,,,,2018,OINT (-79.9522, 40.4367501576,2392.0,42003040600,42,3,40600,2212.0,0.0,43.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0
PA,Pittsburgh,4261000.0,42003040600.0,4261000-42003040600,10.9,15.1,47.8,10.9,2.9,61.4,53.7,4.5,40.2,22.0,4.1,16.8,24.7,"(40.43675015760, -79.9522852215)",,,,,,2019,40.43675015760,-79.9522852215,2392.0,42003040600,42,3,40600,2212.0,0.0,43.0,4.0,6.0,1.0,0.0,1.0,0.0,1.0,13.0,15.0,0.0
PA,Pittsburgh,4261000.0,42003040900.0,4261000-42003040900,16.8,23.8,72.7,11.2,4.9,66.0,55.7,5.8,30.9,22.8,8.3,28.6,28.5,"(40.4332987845, -79.9580098917)",,,,,,2016,"40.4332987845,",-79.9580098917,2969.0,42003040900,42,3,40900,3577.0,24.4,287.0,41.0,64.0,33.0,16.0,5.0,0.0,13.0,92.0,66.0,16.0
PA,Pittsburgh,4261000.0,42003040900.0,4261000-42003040900,13.8,25.1,72.0,10.6,5.0,69.1,58.5,6.2,30.9,20.7,8.5,31.0,30.3,"(40.43329878450, -79.9580098917)",,,,,,2017,40.43329878450,-79.9580098917,2969.0,42003040900,42,3,40900,3577.0,24.4,287.0,47.0,75.0,34.0,15.0,7.0,1.0,11.0,100.0,76.0,16.0
PA,Pittsburgh,4261000.0,42003040900.0,4261000-42003040900,10.4,25.1,72.0,11.3,5.1,68.1,58.5,6.3,40.1,20.9,8.8,31.0,29.4,POINT (-79.9580098917 40.4332987845),,,,,,2018,OINT (-79.9580, 40.4332987845,2969.0,42003040900,42,3,40900,3577.0,24.4,287.0,46.0,61.0,29.0,14.0,6.0,0.0,8.0,100.0,70.0,16.0
PA,Pittsburgh,4261000.0,42003040900.0,4261000-42003040900,11.1,26.4,70.3,10.7,5.7,66.6,64.3,6.8,40.1,23.6,9.3,27.3,30.8,"(40.43329878450, -79.9580098917)",,,,,,2019,40.43329878450,-79.9580098917,2969.0,42003040900,42,3,40900,3577.0,24.4,287.0,48.0,65.0,44.0,10.0,9.0,1.0,5.0,89.0,71.0,16.0
PA,Pittsburgh,4261000.0,42003050100.0,4261000-42003050100,22.2,48.8,86.6,13.6,11.0,80.0,80.4,11.1,23.0,28.2,24.0,37.0,47.2,"(40.4477127505, -79.9728903986)",,,,,,2016,"40.4477127505,",-79.9728903986,1707.0,42003050100,42,3,50100,1745.0,30.0,336.0,247.0,495.0,239.0,111.0,66.0,8.0,87.0,357.0,278.0,50.0
PA,Pittsburgh,4261000.0,42003050100.0,4261000-42003050100,19.0,54.8,86.4,12.9,11.1,82.2,76.7,11.0,23.0,25.9,24.2,43.9,48.4,"(40.44771275050, -79.9728903986)",,,,,,2017,40.44771275050,-79.9728903986,1707.0,42003050100,42,3,50100,1745.0,30.0,336.0,254.0,469.0,228.0,118.0,57.0,2.0,77.0,373.0,278.0,55.0
PA,Pittsburgh,4261000.0,42003050100.0,4261000-42003050100,14.8,54.8,86.4,13.7,10.7,82.0,76.7,11.2,31.5,26.3,23.8,43.9,47.1,POINT (-79.9728903986 40.4477127505),,,,,,2018,OINT (-79.9728, 40.4477127505,1707.0,42003050100,42,3,50100,1745.0,30.0,336.0,223.0,435.0,256.0,108.0,52.0,7.0,97.0,353.0,279.0,50.0
PA,Pittsburgh,4261000.0,42003050100.0,4261000-42003050100,15.7,55.7,86.0,13.1,12.4,81.5,82.5,12.7,31.5,29.7,25.3,40.1,48.4,"(40.44771275050, -79.9728903986)",,,,,,2019,40.44771275050,-79.9728903986,1707.0,42003050100,42,3,50100,1745.0,30.0,336.0,230.0,430.0,231.0,99.0,38.0,3.0,57.0,364.0,264.0,47.0
PA,Pittsburgh,4261000.0,42003050600.0,4261000-42003050600,18.1,47.6,86.7,12.0,10.3,79.6,77.9,9.1,26.9,22.3,19.6,37.7,40.2,"(40.4531814615, -79.9597915866)",,,,,,2016,"40.4531814615,",-79.9597915866,2057.0,42003050600,42,3,50600,2145.0,25.8,319.0,115.0,227.0,108.0,55.0,28.0,2.0,41.0,185.0,137.0,36.0
PA,Pittsburgh,4261000.0,42003050600.0,4261000-42003050600,15.2,50.0,86.2,11.5,10.5,81.8,77.9,9.3,26.9,20.5,19.8,42.0,42.0,"(40.45318146150, -79.9597915866)",,,,,,2017,40.45318146150,-79.9597915866,2057.0,42003050600,42,3,50600,2145.0,25.8,319.0,109.0,188.0,91.0,48.0,23.0,2.0,36.0,181.0,135.0,36.0
PA,Pittsburgh,4261000.0,42003050600.0,4261000-42003050600,10.3,50.0,86.2,11.6,8.7,81.7,77.9,7.7,39.4,18.0,16.7,42.0,36.7,POINT (-79.9597915866 40.4531814615),,,,,,2018,OINT (-79.9597, 40.4531814615,2057.0,42003050600,42,3,50600,2145.0,25.8,319.0,118.0,189.0,111.0,35.0,17.0,1.0,25.0,188.0,128.0,38.0
PA,Pittsburgh,4261000.0,42003050600.0,4261000-42003050600,10.4,45.1,84.5,10.9,8.5,81.1,85.0,7.5,39.4,18.1,15.9,35.2,35.0,"(40.45318146150, -79.9597915866)",,,,,,2019,40.45318146150,-79.9597915866,2057.0,42003050600,42,3,50600,2145.0,25.8,319.0,110.0,172.0,98.0,31.0,20.0,2.0,39.0,179.0,119.0,32.0
PA,Pittsburgh,4261000.0,42003050900.0,4261000-42003050900,36.3,47.8,83.4,16.9,10.8,75.8,65.5,14.3,19.9,37.1,23.7,37.6,51.3,"(40.4510464389, -79.9743932785)",,,,,,2016,"40.4510464389,",-79.9743932785,1202.0,42003050900,42,3,50900,1348.0,18.2,339.0,176.0,365.0,156.0,101.0,57.0,3.0,57.0,224.0,161.0,55.0
PA,Pittsburgh,4261000.0,42003050900.0,4261000-42003050900,28.2,50.5,82.4,15.3,11.5,79.2,63.4,14.3,19.9,34.2,24.2,43.4,51.7,"(40.45104643890, -79.9743932785)",,,,,,2017,40.45104643890,-79.9743932785,1202.0,42003050900,42,3,50900,1348.0,18.2,339.0,170.0,317.0,150.0,79.0,65.0,9.0,71.0,240.0,184.0,57.0
PA,Pittsburgh,4261000.0,42003050900.0,4261000-42003050900,19.9,50.5,82.4,16.2,10.7,79.4,63.4,13.6,26.7,32.7,23.4,43.4,50.2,POINT (-79.9743932785 40.4510464389),,,,,,2018,OINT (-79.9743, 40.4510464389,1202.0,42003050900,42,3,50900,1348.0,18.2,339.0,180.0,372.0,214.0,94.0,77.0,3.0,75.0,241.0,184.0,54.0
PA,Pittsburgh,4261000.0,42003050900.0,4261000-42003050900,18.1,48.6,81.5,14.6,10.7,79.1,74.8,12.5,26.7,33.1,21.9,36.0,48.2,"(40.45104643890, -79.9743932785)",,,,,,2019,40.45104643890,-79.9743932785,1202.0,42003050900,42,3,50900,1348.0,18.2,339.0,183.0,372.0,227.0,93.0,53.0,4.0,73.0,256.0,200.0,50.0
PA,Pittsburgh,4261000.0,42003051000.0,4261000-42003051000,26.9,28.7,73.6,13.5,5.5,65.7,48.9,7.9,21.4,31.4,12.1,29.5,36.0,"(40.4443798736, -79.967534256)",,,,,,2016,"40.4443798736,", -79.967534256,2106.0,42003051000,42,3,51000,2130.0,4.4,161.0,120.0,241.0,87.0,79.0,19.0,1.0,42.0,204.0,145.0,44.0
PA,Pittsburgh,4261000.0,42003051000.0,4261000-42003051000,20.5,29.7,72.7,12.3,5.6,69.5,50.6,7.9,21.4,27.8,12.1,32.4,37.0,"(40.44437987360, -79.9675342560)",,,,,,2017,40.44437987360,-79.9675342560,2106.0,42003051000,42,3,51000,2130.0,4.4,161.0,123.0,223.0,104.0,61.0,26.0,2.0,51.0,201.0,150.0,46.0
PA,Pittsburgh,4261000.0,42003051000.0,4261000-42003051000,13.7,29.7,72.7,12.4,5.0,69.2,50.6,7.0,29.6,25.3,11.3,32.4,34.3,POINT (-79.967534256 40.4443798736),,,,,,2018,OINT (-79.9675, 40.4443798736,2106.0,42003051000,42,3,51000,2130.0,4.4,161.0,119.0,204.0,102.0,52.0,28.0,4.0,40.0,223.0,164.0,54.0
PA,Pittsburgh,4261000.0,42003051000.0,4261000-42003051000,13.2,29.3,71.1,11.6,5.5,68.2,61.4,7.0,29.6,26.3,11.4,26.3,34.8,"(40.44437987360, -79.9675342560)",,,,,,2019,40.44437987360,-79.9675342560,2106.0,42003051000,42,3,51000,2130.0,4.4,161.0,116.0,207.0,108.0,57.0,30.0,2.0,42.0,208.0,148.0,45.0
PA,Pittsburgh,4261000.0,42003051100.0,4261000-42003051100,37.3,39.9,77.0,17.9,6.8,73.2,60.3,11.7,19.7,41.0,18.6,31.2,52.7,"(40.4416578999, -79.9764620983)",,,,,,2016,"40.4416578999,",-79.9764620983,1122.0,42003051100,42,3,51100,402.0,29.4,268.0,56.0,122.0,55.0,52.0,25.0,2.0,27.0,79.0,52.0,17.0
PA,Pittsburgh,4261000.0,42003051100.0,4261000-42003051100,30.9,43.5,75.7,16.6,7.1,76.7,55.6,11.7,19.7,39.1,18.6,37.4,51.8,"(40.44165789990, -79.9764620983)",,,,,,2017,40.44165789990,-79.9764620983,1122.0,42003051100,42,3,51100,402.0,29.4,268.0,57.0,114.0,52.0,42.0,17.0,0.0,21.0,78.0,61.0,19.0
PA,Pittsburgh,4261000.0,42003051100.0,4261000-42003051100,16.4,43.5,75.7,15.4,4.6,77.7,55.6,7.2,31.6,28.9,13.0,37.4,42.4,POINT (-79.9764620983 40.4416578999),,,,,,2018,OINT (-79.9764, 40.4416578999,1122.0,42003051100,42,3,51100,402.0,29.4,268.0,46.0,95.0,39.0,41.0,3.0,0.0,18.0,75.0,62.0,18.0
PA,Pittsburgh,4261000.0,42003051100.0,4261000-42003051100,16.7,36.2,73.1,14.1,4.7,77.4,73.8,6.9,31.6,29.9,12.6,26.6,41.2,"(40.44165789990, -79.9764620983)",,,,,,2019,40.44165789990,-79.9764620983,1122.0,42003051100,42,3,51100,402.0,29.4,268.0,56.0,129.0,62.0,41.0,17.0,3.0,23.0,75.0,53.0,15.0
PA,Pittsburgh,4261000.0,42003060300.0,4261000-42003060300,14.1,29.6,77.4,10.4,6.0,69.4,69.9,6.6,33.9,23.5,9.6,32.8,31.6,"(40.4652612868, -79.9650494762)",,,,,,2016,"40.4652612868,",-79.9650494762,2341.0,42003060300,42,3,60300,2226.0,15.799999999999999,121.0,48.0,90.0,51.0,26.0,1.0,0.0,14.0,88.0,81.0,12.0
PA,Pittsburgh,4261000.0,42003060300.0,4261000-42003060300,11.9,30.7,76.3,10.0,5.9,71.9,72.2,6.7,33.9,21.0,9.6,35.1,33.4,"(40.46526128680, -79.9650494762)",,,,,,2017,40.46526128680,-79.9650494762,2341.0,42003060300,42,3,60300,2226.0,15.799999999999999,121.0,58.0,93.0,53.0,11.0,6.0,4.0,10.0,83.0,73.0,13.0
PA,Pittsburgh,4261000.0,42003060300.0,4261000-42003060300,8.1,30.7,76.3,10.2,5.4,71.1,72.2,5.9,48.4,19.4,8.5,35.1,29.5,POINT (-79.9650494762 40.4652612868),,,,,,2018,OINT (-79.9650, 40.4652612868,2341.0,42003060300,42,3,60300,2226.0,15.799999999999999,121.0,58.0,97.0,67.0,15.0,21.0,2.0,14.0,92.0,84.0,13.0
PA,Pittsburgh,4261000.0,42003060300.0,4261000-42003060300,8.2,28.5,74.4,9.5,5.4,69.9,77.7,5.7,48.4,19.4,8.5,30.1,29.2,"(40.46526128680, -79.9650494762)",,,,,,2019,40.46526128680,-79.9650494762,2341.0,42003060300,42,3,60300,2226.0,15.799999999999999,121.0,42.0,62.0,41.0,8.0,6.0,0.0,7.0,96.0,94.0,13.0
PA,Pittsburgh,4261000.0,42003060500.0,4261000-42003060500,13.7,29.6,78.7,10.0,6.9,69.5,73.4,7.1,34.3,23.5,9.8,33.8,30.9,"(40.4576590001, -79.9662262962)",,,,,,2016,"40.4576590001,",-79.9662262962,1274.0,42003060500,42,3,60500,1244.0,7.2,159.0,29.0,50.0,21.0,17.0,2.0,0.0,10.0,62.0,56.0,8.0
PA,Pittsburgh,4261000.0,42003060500.0,4261000-42003060500,11.6,31.7,77.7,9.6,6.7,72.0,74.5,7.3,34.3,21.1,9.7,36.8,32.8,"(40.45765900010, -79.9662262962)",,,,,,2017,40.45765900010,-79.9662262962,1274.0,42003060500,42,3,60500,1244.0,7.2,159.0,27.0,49.0,17.0,11.0,12.0,1.0,11.0,66.0,55.0,10.0
PA,Pittsburgh,4261000.0,42003060500.0,4261000-42003060500,8.8,31.7,77.7,10.1,6.6,71.0,74.5,7.0,47.1,21.2,9.4,36.8,30.2,POINT (-79.9662262962 40.4576590001),,,,,,2018,OINT (-79.9662, 40.4576590001,1274.0,42003060500,42,3,60500,1244.0,7.2,159.0,34.0,48.0,34.0,9.0,7.0,1.0,7.0,65.0,59.0,11.0
PA,Pittsburgh,4261000.0,42003060500.0,4261000-42003060500,8.5,29.6,75.7,9.4,6.2,69.9,78.7,6.5,47.1,20.7,8.8,32.0,28.8,"(40.45765900010, -79.9662262962)",,,,,,2019,40.45765900010,-79.9662262962,1274.0,42003060500,42,3,60500,1244.0,7.2,159.0,30.0,46.0,33.0,5.0,4.0,1.0,7.0,76.0,68.0,16.0
PA,Pittsburgh,4261000.0,42003070300.0,4261000-42003070300,8.8,22.3,74.6,8.5,4.3,68.4,65.2,3.5,38.2,13.8,5.9,28.2,21.1,"(40.4507838233, -79.9352040119)",,,,,,2016,"40.4507838233,",-79.9352040119,2197.0,42003070300,42,3,70300,2192.0,4.0,156.0,29.0,36.0,17.0,6.0,2.0,0.0,6.0,140.0,129.0,19.0
PA,Pittsburgh,4261000.0,42003070300.0,4261000-42003070300,7.3,21.4,74.2,8.2,3.9,70.9,71.7,3.4,38.2,11.6,5.6,28.3,22.5,"(40.45078382330, -79.9352040119)",,,,,,2017,40.45078382330,-79.9352040119,2197.0,42003070300,42,3,70300,2192.0,4.0,156.0,26.0,33.0,9.0,3.0,1.0,0.0,1.0,136.0,126.0,18.0
PA,Pittsburgh,4261000.0,42003070300.0,4261000-42003070300,5.6,21.4,74.2,8.5,3.8,69.2,71.7,3.3,53.5,11.6,5.3,28.3,20.1,POINT (-79.9352040119 40.4507838233),,,,,,2018,OINT (-79.9352, 40.4507838233,2197.0,42003070300,42,3,70300,2192.0,4.0,156.0,22.0,25.0,8.0,3.0,6.0,2.0,2.0,132.0,123.0,15.0
