Geo_FIPS,YearOfContactDate,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
10300,2019.0,-3.6433202068969983,3.306584555031901,-3.9597686863506203,1.5321886943109413,8.965945464433812,0.2789383836435506,0.4889068214356555,-0.7775315289144433,-0.6366036528603491,3.011995725655063,1.6265799674353285,1.8125978447621915,0.43675743020375635,-0.5704278033295235,0.1575267015746399
20100,2019.0,-5.628935795821494,2.300947572249649,-1.4276104327366788,1.5699406019351343,4.131392738597952,-0.13198077289804894,1.4033940062016932,-0.969079525735773,-1.2790138621539573,2.2400632151491715,-0.03624895744661046,-0.49544229510610555,0.6750035162674303,-0.21277002481036963,-2.004504647189423
20300,2019.0,-4.052198051558917,4.912863634713624,-3.5829684763773386,2.9953532742563582,2.2080432489630737,-0.07729012413225025,0.8884193589075703,-2.3935232384852703,0.5210858707416661,-1.3300182703701537,-1.6194407591730262,0.9970198305873468,0.3742247005527182,-0.21990286554028263,0.5308864551212341
30500,2019.0,2.184389455790039,1.4870221206905616,-2.6439508644340397,-2.7155178266762374,-0.113676528202036,0.05379883652072978,3.368460413261938,-0.37204246920726064,-4.105004589714183,1.46008937667123,-0.518564413192096,-0.18386402579054661,0.8484450202539666,-0.5784002982716049,0.06933847404298643
40200,2019.0,-2.0137762227003284,4.716343020247941,-4.195284578335227,1.1118750926713223,4.946944962216487,0.16239659050060815,1.0194889454263338,-1.229217564118913,-1.035927552360973,-0.07197912813210186,0.7527800335552507,0.7752856545375192,-0.26125335426472157,-1.2998136669929932,1.1220861870292558
40400,2019.0,-3.0436818309102263,4.290639368537419,-3.4288639246752766,1.2184630907709926,1.9996921905041827,0.005134417128690305,1.234050842227228,-1.5629217763094987,-0.8337518155430528,-0.49152936182907575,-0.5692330180435823,-0.12275281185011373,1.547398480166656,-0.833422774112726,-0.574361228864074
40600,2019.0,-4.2521645732858016,5.079250721241065,-4.748258491274193,2.091252652662899,7.354731661111997,0.31613336288363564,-0.48466953544670344,-1.522692767989489,0.30817077286503525,-0.5741685080419701,2.994567035191799,1.5182948353250834,0.004488429269580634,-0.6881799644276771,0.7630737231390378
40900,2019.0,-2.4083136692743117,2.886230481685319,-3.169267803370507,-0.0758118821438256,5.2630014520601,0.42370539817504094,1.3711522890659102,-0.7952163696705267,-1.810284060574772,2.346092688214069,1.0027084074987647,0.017417466022070102,-0.4657009408527371,-0.2394217154011385,-0.7720810494541777
50100,2019.0,4.108557660143484,1.5188455341329745,-2.8169481580893287,-3.3073218033001677,-2.0097005561185037,-0.11015314928555223,3.6231923690240633,-0.5696581851160116,-5.273804848220562,-0.16387227650291727,-0.3343165154440539,-0.16644355674552233,0.5857396775164435,-0.7814732932461177,1.3274093978693953
50600,2019.0,0.6097787008125747,2.477034524318295,-2.6180609068910146,-2.1536375532125556,-1.2256916637253485,0.05091741453263571,2.800622528412883,-1.2567226578596566,-2.070818307870381,0.010020244095326756,-1.43569429689055,0.3225895122414644,1.0924990367527998,-1.131022829343026,0.18366952034463047
