,Geo_FIPS,YearOfContactDate,ACCESS2_CrudePrev,"Particulate Matter, Condensable",DIABETES_CrudePrev,Age0to17PopEst2015_19ACS_x,OBESITY_CrudePrev,COPD_CrudePrev,White Population,CSMOKING_CrudePrev,Median Age,Median Income,Carbon Monoxide,Pre1950,BPHIGH_CrudePrev,Black or African American Population,CHOLSCREEN_CrudePrev
392,20100,2017.0,9.0,1.0781961888684155,7.0,201.0,26.5,4.3,3845.0,15.5,29.5,77100.0,49.375528385869,0.321088,23.2,313.0,66.8
393,20300,2017.0,5.3,1.1849821097857969,5.0,41.0,25.4,2.6,816.0,11.0,33.3,84327.0,25.247444107766825,0.724907,20.0,59.0,78.4
394,20300,2017.0,5.3,1.2011334062866907,5.0,41.0,25.4,2.6,816.0,11.0,33.3,84327.0,26.42198937454922,0.724907,20.0,59.0,78.4
395,30500,2017.0,19.0,0.9371450382242354,21.9,381.0,45.9,10.7,187.0,25.9,41.3,18506.0,24.847389650644963,0.324117,49.8,1704.0,72.8
396,30500,2017.0,19.0,1.1047358925483657,21.9,381.0,45.9,10.7,187.0,25.9,41.3,18506.0,27.457101315463092,0.324117,49.8,1704.0,72.8
397,40200,2017.0,16.2,1.526324043852278,8.0,100.0,30.4,5.8,720.0,21.8,23.8,17438.0,33.7089474394114,0.463549,23.1,751.0,52.0
398,40200,2017.0,16.2,1.6825048854690368,8.0,100.0,30.4,5.8,720.0,21.8,23.8,17438.0,36.69779546583968,0.463549,23.1,751.0,52.0
399,40400,2017.0,11.6,1.6160536128181788,7.6,21.0,20.3,5.5,1334.0,12.3,27.8,27566.0,24.217952141706206,0.405292,25.0,212.0,60.5
400,40400,2017.0,11.6,1.8192529945207303,7.6,21.0,20.3,5.5,1334.0,12.3,27.8,27566.0,26.38958450979758,0.405292,25.0,212.0,60.5
401,40600,2017.0,15.7,1.3653295199251796,3.9,43.0,25.7,5.1,1785.0,22.6,22.0,19203.0,26.450470855609524,0.490532,14.6,100.0,43.8
402,40600,2017.0,15.7,1.525559163884462,3.9,43.0,25.7,5.1,1785.0,22.6,22.0,19203.0,28.477000885760912,0.490532,14.6,100.0,43.8
403,40900,2017.0,13.8,1.396277893201649,8.5,287.0,30.3,6.2,2165.0,20.7,23.0,19022.0,36.902372632592645,0.613667,25.1,516.0,58.5
404,40900,2017.0,13.8,1.53629364075825,8.5,287.0,30.3,6.2,2165.0,20.7,23.0,19022.0,39.15357183675235,0.613667,25.1,516.0,58.5
405,50100,2017.0,19.0,1.121070989179924,24.2,336.0,48.4,11.0,152.0,25.9,31.7,18304.0,24.13937778041185,0.540088,54.8,1689.0,76.7
406,50100,2017.0,19.0,1.2577847212275055,24.2,336.0,48.4,11.0,152.0,25.9,31.7,18304.0,26.302165062303192,0.540088,54.8,1689.0,76.7
407,50600,2017.0,15.2,1.2916575874748193,19.8,319.0,42.0,9.3,389.0,20.5,43.5,46827.0,23.12713698562028,0.60877,50.0,1522.0,77.9
408,50600,2017.0,15.2,1.4330622563880433,19.8,319.0,42.0,9.3,389.0,20.5,43.5,46827.0,25.0301144080724,0.60877,50.0,1522.0,77.9
409,50900,2017.0,28.2,1.0654880612578057,24.2,339.0,51.7,14.3,35.0,34.2,31.9,16238.0,23.214257495360386,0.494751,50.5,1252.0,63.4
410,50900,2017.0,28.2,1.189328682150014,24.2,339.0,51.7,14.3,35.0,34.2,31.9,16238.0,25.271841840822336,0.494751,50.5,1252.0,63.4
411,51000,2017.0,20.5,1.3286055925755755,12.1,161.0,37.0,7.9,935.0,27.8,19.9,15793.0,27.382202414391237,0.197163,29.7,906.0,50.6
412,51000,2017.0,20.5,1.48693943705957,12.1,161.0,37.0,7.9,935.0,27.8,19.9,15793.0,29.791527207721757,0.197163,29.7,906.0,50.6
413,51100,2017.0,30.9,1.0919930885573197,18.6,268.0,51.8,11.7,0.0,39.1,28.4,22857.0,26.804244073251237,0.738431,43.5,152.0,55.6
414,51100,2017.0,30.9,1.2541381434652352,18.6,268.0,51.8,11.7,0.0,39.1,28.4,22857.0,29.26268867849434,0.738431,43.5,152.0,55.6
415,60300,2017.0,11.9,1.2694383428253264,9.6,121.0,33.4,6.7,1991.0,21.0,32.4,56736.0,25.51230927560937,0.715549,30.7,320.0,72.2
416,60300,2017.0,11.9,1.3599864095472118,9.6,121.0,33.4,6.7,1991.0,21.0,32.4,56736.0,27.35336462251561,0.715549,30.7,320.0,72.2
417,60500,2017.0,11.6,1.150734381032388,9.7,159.0,32.8,7.3,1166.0,21.1,36.5,42375.0,22.959760656320583,0.843049,31.7,77.0,74.5
418,60500,2017.0,11.6,1.2617200767633228,9.7,159.0,32.8,7.3,1166.0,21.1,36.5,42375.0,24.79728199307065,0.843049,31.7,77.0,74.5
419,70300,2017.0,7.3,0.9180442215203584,5.6,156.0,22.5,3.4,1901.0,11.6,28.6,59155.0,15.796093454604543,0.59306,21.4,43.0,71.7
420,70300,2017.0,7.3,1.015090814352306,5.6,156.0,22.5,3.4,1901.0,11.6,28.6,59155.0,16.679053273586558,0.59306,21.4,43.0,71.7
421,70500,2017.0,6.8,0.7978900602895148,3.6,117.0,22.0,2.3,2376.0,11.2,27.7,51639.0,13.354123387102716,0.578623,15.1,69.0,68.2
422,70500,2017.0,6.8,0.8761252564338912,3.6,117.0,22.0,2.3,2376.0,11.2,27.7,51639.0,14.062423768132785,0.578623,15.1,69.0,68.2
423,70600,2017.0,6.6,0.7575954343980199,4.7,108.0,22.7,2.9,1579.0,11.2,29.4,55260.0,12.595996128590953,0.422666,18.9,117.0,72.3
424,70600,2017.0,6.6,0.8330881404622642,4.7,108.0,22.7,2.9,1579.0,11.2,29.4,55260.0,13.267489121376556,0.422666,18.9,117.0,72.3
425,70800,2017.0,7.2,0.6834311671853373,5.3,141.0,23.9,3.1,1435.0,11.6,29.6,58882.0,11.20962057769479,0.442815,19.9,42.0,72.1
426,70800,2017.0,7.2,0.7266465698016706,5.3,141.0,23.9,3.1,1435.0,11.6,29.6,58882.0,11.696864848489986,0.442815,19.9,42.0,72.1
427,70900,2017.0,9.9,1.0815732144876702,5.7,187.0,22.2,3.6,2374.0,13.2,26.8,29947.0,26.02541091515313,0.438115,20.2,298.0,65.3
428,70900,2017.0,9.9,1.2048077998820097,5.7,187.0,22.2,3.6,2374.0,13.2,26.8,29947.0,27.698710509655783,0.438115,20.2,298.0,65.3
429,80200,2017.0,9.8,1.130981091798605,8.1,119.0,29.5,6.0,1495.0,18.0,33.8,39489.0,22.259292837840515,0.825301,28.4,37.0,73.8
430,80200,2017.0,9.8,1.2347480258034162,8.1,119.0,29.5,6.0,1495.0,18.0,33.8,39489.0,23.89958990421176,0.825301,28.4,37.0,73.8
431,80400,2017.0,11.3,1.0932096159330345,6.3,74.0,27.2,4.8,1153.0,18.0,28.5,35298.0,21.83319265680501,0.72963,21.7,119.0,64.1
432,80400,2017.0,11.3,1.2050487365209372,6.3,74.0,27.2,4.8,1153.0,18.0,28.5,35298.0,23.492452450204237,0.72963,21.7,119.0,64.1
433,80600,2017.0,7.8,0.946758095505481,5.5,239.0,26.0,3.6,1852.0,14.5,30.5,59044.0,17.72412892133903,0.879556,21.3,85.0,72.8
434,80600,2017.0,7.8,1.0365229644535556,5.5,239.0,26.0,3.6,1852.0,14.5,30.5,59044.0,18.83781549928292,0.879556,21.3,85.0,72.8
435,80700,2017.0,8.8,0.855964667283688,6.1,235.0,26.7,3.4,1238.0,14.2,28.6,33000.0,14.31685504351986,0.553542,21.6,247.0,71.0
436,80700,2017.0,8.8,0.9351410459831184,6.1,235.0,26.7,3.4,1238.0,14.2,28.6,33000.0,15.054380923685814,0.553542,21.6,247.0,71.0
437,80900,2017.0,9.1,1.010136686907971,7.0,152.0,27.9,4.7,1374.0,15.8,31.9,55729.0,18.697014083687986,0.6589,25.0,246.0,72.5
438,80900,2017.0,9.1,1.098647299067335,7.0,152.0,27.9,4.7,1374.0,15.8,31.9,55729.0,19.83220394826924,0.6589,25.0,246.0,72.5
439,90100,2017.0,9.3,3.33876228260135,8.3,89.0,29.9,5.9,1810.0,17.6,34.1,64609.0,50.182434757217806,0.88173,28.9,11.0,76.1
440,90100,2017.0,9.3,3.4194938963882264,8.3,89.0,29.9,5.9,1810.0,17.6,34.1,64609.0,52.05849279340407,0.88173,28.9,11.0,76.1
441,90200,2017.0,9.9,1.459002241716909,9.8,221.0,29.2,7.0,2557.0,17.1,38.1,58235.0,34.96132765078353,0.828135,33.3,154.0,78.0
442,90200,2017.0,9.9,1.5427721147525797,9.8,221.0,29.2,7.0,2557.0,17.1,38.1,58235.0,37.084161569322326,0.828135,33.3,154.0,78.0
443,90300,2017.0,12.5,1.175434634322947,9.6,113.0,31.9,7.3,1430.0,21.3,31.2,42950.0,24.112818663831312,0.823293,30.5,284.0,71.6
444,90300,2017.0,12.5,1.2672650374913672,9.6,113.0,31.9,7.3,1430.0,21.3,31.2,42950.0,25.76747896977609,0.823293,30.5,284.0,71.6
445,100500,2017.0,11.4,0.816490445501239,15.9,275.0,39.3,7.3,612.0,18.5,47.0,48973.0,13.150136136697377,0.226396,44.1,1302.0,80.6
446,100500,2017.0,11.4,0.8556430038989984,15.9,275.0,39.3,7.3,612.0,18.5,47.0,48973.0,13.650067701813017,0.226396,44.1,1302.0,80.6
447,101100,2017.0,11.5,0.8665742322457494,8.5,380.0,32.6,6.1,2106.0,20.2,31.1,49770.0,11.489788841020582,0.85543,28.9,358.0,72.5
448,101100,2017.0,11.5,0.909730308399282,8.5,380.0,32.6,6.1,2106.0,20.2,31.1,49770.0,12.018055007998658,0.85543,28.9,358.0,72.5
449,101400,2017.0,9.1,0.5447069075728928,8.7,557.0,30.6,6.0,2737.0,17.6,41.0,50684.0,6.854174563393048,0.787021,30.2,279.0,78.1
450,101400,2017.0,9.1,0.5765561025214708,8.7,557.0,30.6,6.0,2737.0,17.6,41.0,50684.0,7.1521823403471325,0.787021,30.2,279.0,78.1
451,101600,2017.0,21.5,0.8978626807696071,19.7,368.0,49.4,10.4,82.0,30.1,22.3,28646.0,14.794817000777863,0.428161,47.0,1011.0,69.2
452,101600,2017.0,21.5,0.9680768564204252,19.7,368.0,49.4,10.4,82.0,30.1,22.3,28646.0,15.4885664413822,0.428161,47.0,1011.0,69.2
453,101700,2017.0,16.8,0.9433937129078168,17.3,249.0,43.7,8.7,410.0,25.0,39.1,39063.0,15.672399401502668,0.637405,43.9,861.0,73.6
454,101700,2017.0,16.8,1.0197815217880308,17.3,249.0,43.7,8.7,410.0,25.0,39.1,39063.0,16.425637045642798,0.637405,43.9,861.0,73.6
455,101800,2017.0,7.8,0.6580985356407238,9.3,369.0,30.4,5.8,1950.0,16.0,44.7,54717.0,8.601694244256326,0.58749,32.5,597.0,81.9
456,101800,2017.0,7.8,0.692596567456026,9.3,369.0,30.4,5.8,1950.0,16.0,44.7,54717.0,9.006679632264749,0.58749,32.5,597.0,81.9
457,110200,2017.0,10.1,0.571674761003992,9.7,543.0,33.6,5.7,2756.0,18.0,35.6,54946.0,7.7619050201890225,0.745016,30.9,1332.0,75.3
458,110200,2017.0,10.1,0.6062557329909156,9.7,543.0,33.6,5.7,2756.0,18.0,35.6,54946.0,8.167664541712893,0.745016,30.9,1332.0,75.3
459,110600,2017.0,7.0,0.4979497099426554,8.9,387.0,30.1,4.9,1906.0,13.4,41.1,64063.0,6.100788606085526,0.676964,30.7,311.0,81.4
460,110600,2017.0,7.0,0.5331619306059917,8.9,387.0,30.1,4.9,1906.0,13.4,41.1,64063.0,6.452905598225205,0.676964,30.7,311.0,81.4
461,111300,2017.0,12.8,0.700919368541025,13.2,559.0,38.4,6.2,1264.0,19.4,33.9,37243.0,11.4244628700329,0.707692,38.0,1391.0,74.9
462,111300,2017.0,12.8,0.7402603064791679,13.2,559.0,38.4,6.2,1264.0,19.4,33.9,37243.0,11.890524379484845,0.707692,38.0,1391.0,74.9
463,111400,2017.0,17.0,0.7932485798097283,17.4,243.0,43.9,8.2,265.0,24.2,36.3,30000.0,12.979569767832183,0.711382,43.7,881.0,72.0
464,111400,2017.0,17.0,0.8378743545841646,17.4,243.0,43.9,8.2,265.0,24.2,36.3,30000.0,13.513513778619789,0.711382,43.7,881.0,72.0
465,111500,2017.0,14.3,0.7241011107153427,17.0,249.0,40.8,7.9,851.0,21.1,31.6,28846.0,11.876030245729176,0.282576,43.4,1893.0,75.3
466,111500,2017.0,14.3,0.7678925065746929,17.0,249.0,40.8,7.9,851.0,21.1,31.6,28846.0,12.381291871302809,0.282576,43.4,1893.0,75.3
467,120300,2017.0,18.7,0.4300182861451531,23.2,427.0,49.4,10.7,189.0,26.5,37.7,34273.0,5.1480625574678,0.611422,53.0,1399.0,75.7
468,120300,2017.0,18.7,0.4617183526404623,23.2,427.0,49.4,10.7,189.0,26.5,37.7,34273.0,5.455529631369795,0.611422,53.0,1399.0,75.7
469,120400,2017.0,23.2,0.4895576024051827,26.5,251.0,52.6,13.7,33.0,31.5,41.5,18170.0,6.513365732325755,0.559735,55.6,648.0,72.5
470,120400,2017.0,23.2,0.5246689183417991,26.5,251.0,52.6,13.7,33.0,31.5,41.5,18170.0,6.947055198641831,0.559735,55.6,648.0,72.5
471,120700,2017.0,18.7,0.4453921199797784,23.4,293.0,46.4,10.5,3.0,24.3,36.4,22383.0,5.711284718523313,0.733696,54.2,807.0,76.6
472,120700,2017.0,18.7,0.4797542777798019,23.4,293.0,46.4,10.5,3.0,24.3,36.4,22383.0,6.063201710501192,0.733696,54.2,807.0,76.6
473,120800,2017.0,23.5,0.6090831576751823,26.3,230.0,48.9,14.6,151.0,29.2,56.6,19904.0,10.019745238808232,0.904762,56.8,565.0,73.7
474,120800,2017.0,23.5,0.6478745594241505,26.3,230.0,48.9,14.6,151.0,29.2,56.6,19904.0,10.526988224426772,0.904762,56.8,565.0,73.7
475,130100,2017.0,21.3,0.0050474563730341,21.6,596.0,49.3,10.7,37.0,28.5,26.7,20097.0,0.7432851831898576,0.743519,49.6,1640.0,70.8
476,130100,2017.0,21.3,0.0057268926661539,21.6,596.0,49.3,10.7,37.0,28.5,26.7,20097.0,0.7873149216002379,0.743519,49.6,1640.0,70.8
477,130200,2017.0,18.1,0.1860509743710875,20.8,366.0,47.9,9.2,70.0,25.8,32.6,34792.0,1.979897259220401,0.880952,49.3,1502.0,74.1
478,130200,2017.0,18.1,0.2157397255944338,20.8,366.0,47.9,9.2,70.0,25.8,32.6,34792.0,2.21694446512053,0.880952,49.3,1502.0,74.1
479,130300,2017.0,17.3,0.1995326486429342,23.8,271.0,47.0,10.2,35.0,23.1,47.9,17238.0,2.117543632275921,0.398515,54.5,1160.0,77.9
480,130300,2017.0,17.3,0.2309168912801991,23.8,271.0,47.0,10.2,35.0,23.1,47.9,17238.0,2.3681434181922425,0.398515,54.5,1160.0,77.9
481,130400,2017.0,21.2,0.0056280038728725,22.3,286.0,48.5,10.8,46.0,27.8,41.4,21184.0,0.7561959603697932,0.680532,50.6,808.0,71.7
482,130400,2017.0,21.2,0.0063117426858761,22.3,286.0,48.5,10.8,46.0,27.8,41.4,21184.0,0.8003200744796819,0.680532,50.6,808.0,71.7
483,130600,2017.0,19.6,0.0025751289667215,21.5,682.0,47.9,10.2,147.0,26.7,43.1,17572.0,0.0460618919239524,0.353866,49.8,2468.0,72.5
484,130600,2017.0,19.6,0.0025751289667215,21.5,682.0,47.9,10.2,147.0,26.7,43.1,17572.0,0.0512373191724389,0.353866,49.8,2468.0,72.5
485,140100,2017.0,10.0,0.9849529205486508,4.5,541.0,20.2,3.6,3582.0,14.1,20.4,177824.0,18.08456614999369,0.671391,16.7,315.0,57.6
486,140100,2017.0,10.0,1.09815351136234,4.5,541.0,20.2,3.6,3582.0,14.1,20.4,177824.0,19.33498634207819,0.671391,16.7,315.0,57.6
487,140200,2017.0,7.6,0.777027587641781,5.3,250.0,21.8,3.4,2004.0,11.7,26.4,66683.0,13.53485478524289,0.474977,19.7,52.0,69.1
488,140200,2017.0,7.6,0.8592402592721612,5.3,250.0,21.8,3.4,2004.0,11.7,26.4,66683.0,14.28493824623266,0.474977,19.7,52.0,69.1
489,140300,2017.0,4.8,0.665158167171802,6.3,668.0,23.5,3.5,3226.0,9.3,34.4,110288.0,11.640464384781271,0.72179,25.2,236.0,81.6
490,140300,2017.0,4.8,0.7146666770367217,6.3,668.0,23.5,3.5,3226.0,9.3,34.4,110288.0,12.232856501958953,0.72179,25.2,236.0,81.6
491,140400,2017.0,4.3,0.6358082251833632,7.1,494.0,25.1,3.7,1980.0,9.2,42.5,136250.0,10.427295230460636,0.671301,27.7,44.0,85.8
492,140400,2017.0,4.3,0.6791736902462161,7.1,494.0,25.1,3.7,1980.0,9.2,42.5,136250.0,10.936545050817246,0.671301,27.7,44.0,85.8
493,140500,2017.0,7.8,0.2410178361455748,11.0,245.0,33.6,4.3,1054.0,13.6,36.8,60472.0,3.288808072310625,0.585366,33.9,721.0,79.7
494,140500,2017.0,7.8,0.2743063096415955,11.0,245.0,33.6,4.3,1054.0,13.6,36.8,60472.0,3.656326781091757,0.585366,33.9,721.0,79.7
495,140600,2017.0,5.9,0.2280233583081383,7.3,642.0,27.6,4.3,2863.0,12.3,37.2,83594.0,2.999082342388801,0.770514,27.3,298.0,82.5
496,140600,2017.0,5.9,0.2604331632459858,7.3,642.0,27.6,4.3,2863.0,12.3,37.2,83594.0,3.3383947694467886,0.770514,27.3,298.0,82.5
497,140800,2017.0,6.4,0.3983059775669432,6.4,893.0,24.5,3.7,3743.0,11.2,34.8,77167.0,8.255938002832465,0.670526,24.1,26.0,77.7
498,140800,2017.0,6.4,0.4416610120210729,6.4,893.0,24.5,3.7,3743.0,11.2,34.8,77167.0,8.754366703320189,0.670526,24.1,26.0,77.7
499,141000,2017.0,4.6,12.951036992820448,6.6,215.0,25.4,3.6,971.0,9.9,42.2,93500.0,217.88965901040697,0.915811,25.9,10.0,84.1
500,141000,2017.0,4.6,13.05434051370666,6.6,215.0,25.4,3.6,971.0,9.9,42.2,93500.0,189.74041835137064,0.915811,25.9,10.0,84.1
501,141100,2017.0,7.4,13.742410379012934,8.8,248.0,28.6,5.8,1184.0,15.4,45.0,65795.0,232.9725796040344,0.576138,31.6,61.0,82.7
502,141100,2017.0,7.4,13.850864584843375,8.8,248.0,28.6,5.8,1184.0,15.4,45.0,65795.0,203.3130995104188,0.576138,31.6,61.0,82.7
503,141300,2017.0,8.7,0.7266162099251128,7.2,706.0,24.5,4.6,3447.0,13.1,32.3,45161.0,12.95817271342334,0.678835,25.9,138.0,73.4
504,141300,2017.0,8.7,0.8088941551517304,7.2,706.0,24.5,4.6,3447.0,13.1,32.3,45161.0,13.728566415216736,0.678835,25.9,138.0,73.4
505,141400,2017.0,6.8,0.3700760195479806,7.8,740.0,25.0,4.6,4438.0,11.6,38.9,70327.0,7.377356966750407,0.424324,29.0,438.0,80.6
506,141400,2017.0,6.8,0.4100001631220936,7.8,740.0,25.0,4.6,4438.0,11.6,38.9,70327.0,7.800111540665784,0.424324,29.0,438.0,80.6
507,151600,2017.0,8.6,0.6132472291428045,7.8,435.0,28.4,5.6,2457.0,17.1,36.3,67188.0,15.133230924375436,0.673998,28.3,72.0,77.7
508,151600,2017.0,8.6,0.7068126528909567,7.8,435.0,28.4,5.6,2457.0,17.1,36.3,67188.0,16.230614243710363,0.673998,28.3,72.0,77.7
509,151700,2017.0,8.0,0.4825418045439607,7.6,844.0,27.8,5.0,4951.0,15.3,33.8,65990.0,10.41333340658522,0.653287,27.2,178.0,77.6
510,151700,2017.0,8.0,0.5611748932803966,7.6,844.0,27.8,5.0,4951.0,15.3,33.8,65990.0,11.130039839916655,0.653287,27.2,178.0,77.6
511,160800,2017.0,11.3,0.6368562955797041,8.1,307.0,31.1,6.5,2433.0,20.9,31.1,44167.0,19.669464397496583,0.891181,27.3,341.0,69.4
512,160800,2017.0,11.3,0.7418492412937427,8.1,307.0,31.1,6.5,2433.0,20.9,31.1,44167.0,21.30788032210719,0.891181,27.3,341.0,69.4
513,160900,2017.0,9.7,0.8128214370577744,6.3,217.0,26.9,4.9,3063.0,17.0,28.7,53050.0,24.12475950263721,0.599893,22.5,174.0,67.1
514,160900,2017.0,9.7,0.9248809929652848,6.3,217.0,26.9,4.9,3063.0,17.0,28.7,53050.0,25.84334351022232,0.599893,22.5,174.0,67.1
515,170200,2017.0,10.2,0.8498380414218235,5.7,84.0,27.6,4.8,3300.0,18.0,28.2,48113.0,23.87004170729684,0.729663,21.1,76.0,65.2
516,170200,2017.0,10.2,1.026531736234748,5.7,84.0,27.6,4.8,3300.0,18.0,28.2,48113.0,26.302820949423072,0.729663,21.1,76.0,65.2
517,170600,2017.0,12.2,0.5409809181589851,8.0,151.0,30.3,6.5,1626.0,21.2,32.6,48785.0,17.336295846954982,0.847349,27.0,63.0,68.7
518,170600,2017.0,12.2,0.6561306132395399,8.0,151.0,30.3,6.5,1626.0,21.2,32.6,48785.0,19.156610354931725,0.847349,27.0,63.0,68.7
519,180300,2017.0,17.5,0.4702341080215797,13.3,489.0,40.7,10.3,1040.0,29.1,33.6,33533.0,16.1957406316862,0.658628,37.0,1088.0,68.4
520,180300,2017.0,17.5,0.5772638106276614,13.3,489.0,40.7,10.3,1040.0,29.1,33.6,33533.0,18.056155161526732,0.658628,37.0,1088.0,68.4
521,180700,2017.0,12.2,0.4290018550928779,8.1,279.0,32.4,6.4,1502.0,22.5,33.6,42875.0,15.214809470000004,0.742019,27.4,436.0,68.9
522,180700,2017.0,12.2,0.526723537928124,8.1,279.0,32.4,6.4,1502.0,22.5,33.6,42875.0,17.090081846978844,0.742019,27.4,436.0,68.9
523,190300,2017.0,7.7,0.6724864931696665,7.4,64.0,26.8,5.3,1680.0,15.6,40.1,69141.0,17.90688996276341,0.707038,27.2,44.0,76.0
524,190300,2017.0,7.7,0.649662386510346,7.4,64.0,26.8,5.3,1680.0,15.6,40.1,69141.0,18.961939113169063,0.707038,27.2,44.0,76.0
525,191100,2017.0,8.9,0.4999310558158741,8.4,256.0,29.0,6.1,2322.0,17.8,38.5,57981.0,15.412002530700994,0.560345,29.4,49.0,76.5
526,191100,2017.0,8.9,0.4262736033903634,8.4,256.0,29.0,6.1,2322.0,17.8,38.5,57981.0,15.955726646851977,0.560345,29.4,49.0,76.5
527,191400,2017.0,9.7,0.6098167944571944,7.6,262.0,28.7,5.6,2375.0,17.4,32.0,51799.0,16.609759027249005,0.64104,26.7,206.0,72.0
528,191400,2017.0,9.7,0.5995981432253357,7.6,262.0,28.7,5.6,2375.0,17.4,32.0,51799.0,17.569254622314812,0.64104,26.7,206.0,72.0
529,191500,2017.0,11.9,0.358323213691344,8.8,209.0,31.9,7.0,1664.0,21.9,31.5,38601.0,12.062700813001202,0.746814,28.8,210.0,70.4
530,191500,2017.0,11.9,0.4334534539410264,8.8,209.0,31.9,7.0,1664.0,21.9,31.5,38601.0,13.584956523292844,0.746814,28.8,210.0,70.4
531,191600,2017.0,12.8,0.1399024023281191,9.6,777.0,33.4,7.2,3492.0,21.9,40.0,51961.0,9.225490335354328,0.636752,30.9,603.0,73.1
532,191600,2017.0,12.8,0.1785067475297631,9.6,777.0,33.4,7.2,3492.0,21.9,40.0,51961.0,10.429765086941922,0.636752,30.9,603.0,73.1
533,191700,2017.0,9.5,0.131753885842992,8.9,542.0,30.7,6.6,3124.0,19.0,38.0,56912.0,9.54064574469782,0.431515,30.7,259.0,77.7
534,191700,2017.0,9.5,0.1700136304094363,8.9,542.0,30.7,6.6,3124.0,19.0,38.0,56912.0,10.606602567117324,0.431515,30.7,259.0,77.7
535,191800,2017.0,9.6,0.0,8.8,1040.0,30.6,6.8,4734.0,19.6,39.2,56078.0,0.2427906645055211,0.64941,30.7,117.0,77.7
536,191800,2017.0,9.6,0.0,8.8,1040.0,30.6,6.8,4734.0,19.6,39.2,56078.0,0.2604941504590486,0.64941,30.7,117.0,77.7
537,191900,2017.0,9.9,0.0144366117366566,8.6,290.0,31.2,6.7,1569.0,20.0,37.0,58088.0,2.539640681268731,0.733641,30.0,271.0,77.0
538,191900,2017.0,9.9,0.0422669977116162,8.6,290.0,31.2,6.7,1569.0,20.0,37.0,58088.0,2.984976188307197,0.733641,30.0,271.0,77.0
539,192000,2017.0,11.4,0.0223939524948479,10.2,692.0,32.1,7.7,2887.0,20.1,37.6,46688.0,4.514753114995747,0.584158,33.4,444.0,76.1
540,192000,2017.0,11.4,0.0537738397899808,10.2,692.0,32.1,7.7,2887.0,20.1,37.6,46688.0,5.410115420856104,0.584158,33.4,444.0,76.1
541,202200,2017.0,13.2,0.5346803240794852,12.5,1039.0,37.1,8.6,1518.0,23.1,34.1,41964.0,7.918267005242709,0.683447,36.9,1062.0,75.2
542,202200,2017.0,13.2,0.3664227166386224,12.5,1039.0,37.1,8.6,1518.0,23.1,34.1,41964.0,6.921897156419861,0.683447,36.9,1062.0,75.2
543,202300,2017.0,8.9,0.022019130421627,7.9,284.0,27.1,5.6,3178.0,16.4,41.3,58179.0,4.400469784246892,0.176281,28.8,235.0,76.9
544,202300,2017.0,8.9,0.0518675643508544,7.9,284.0,27.1,5.6,3178.0,16.4,41.3,58179.0,5.290767711697076,0.176281,28.8,235.0,76.9
545,210700,2017.0,11.9,0.6280167507318573,15.3,322.0,41.4,6.4,678.0,19.7,34.7,44418.0,15.762983900824448,0.639633,42.1,1441.0,78.5
546,210700,2017.0,11.9,0.4706577631495464,15.3,322.0,41.4,6.4,678.0,19.7,34.7,44418.0,16.04369259130614,0.639633,42.1,1441.0,78.5
547,220600,2017.0,10.1,1.0650938175197735,11.6,216.0,34.7,5.7,1064.0,17.4,38.7,45375.0,29.7347656280872,0.779854,34.7,430.0,77.5
548,220600,2017.0,10.1,1.0028697921808027,11.6,216.0,34.7,5.7,1064.0,17.4,38.7,45375.0,31.923777042909148,0.779854,34.7,430.0,77.5
549,240600,2017.0,10.1,1.288603389449319,8.5,221.0,31.4,6.1,1662.0,19.8,35.1,48792.0,25.756493463446557,0.831875,29.1,130.0,75.4
550,240600,2017.0,10.1,1.2673323593312826,8.5,221.0,31.4,6.1,1662.0,19.8,35.1,48792.0,26.138691132734643,0.831875,29.1,130.0,75.4
551,241200,2017.0,14.9,1.1062476261920635,11.5,86.0,36.0,9.6,666.0,27.6,48.4,31953.0,22.611078452657203,0.801066,35.3,121.0,72.9
552,241200,2017.0,14.9,1.0772619008194242,11.5,86.0,36.0,9.6,666.0,27.6,48.4,31953.0,23.294360653414387,0.801066,35.3,121.0,72.9
553,250300,2017.0,15.2,1.0615835887150276,13.6,211.0,40.5,7.3,637.0,24.3,41.1,52125.0,25.88842029473492,0.905109,37.1,392.0,71.2
554,250300,2017.0,15.2,0.9850182906761584,13.6,211.0,40.5,7.3,637.0,24.3,41.1,52125.0,27.23760215485973,0.905109,37.1,392.0,71.2
555,250700,2017.0,18.5,0.864864300984874,15.7,165.0,44.3,9.0,141.0,27.5,30.4,20268.0,19.35868305637354,0.627907,40.6,523.0,68.4
556,250700,2017.0,18.5,0.7030371360812371,15.7,165.0,44.3,9.0,141.0,27.5,30.4,20268.0,19.50824754346384,0.627907,40.6,523.0,68.4
557,250900,2017.0,15.4,1.0610163810573492,13.1,118.0,39.8,8.3,432.0,25.6,37.4,25737.0,23.73858932131657,0.802532,37.0,638.0,70.8
558,250900,2017.0,15.4,1.0043589105020354,13.1,118.0,39.8,8.3,432.0,25.6,37.4,25737.0,24.689246391381328,0.802532,37.0,638.0,70.8
559,260200,2017.0,10.8,0.6349246619725196,10.3,364.0,34.1,6.8,1431.0,20.4,43.2,46957.0,9.627257552167691,0.760075,32.9,494.0,76.4
560,260200,2017.0,10.8,0.5083959931122047,10.3,364.0,34.1,6.8,1431.0,20.4,43.2,46957.0,8.98649808390115,0.760075,32.9,494.0,76.4
